I0,I1,I2,I3,I4,I5
6627,7431,4569,-1879,-984,2863
5958,7348,4651,-811,-2819,3630
4817,7181,4955,436,-3479,3043
4669,7330,5638,1951,-3572,1621
4725,7273,6496,2744,-3255,511
4840,6697,7158,2925,-2650,-275
4856,5814,7143,2481,-1313,-1168
4953,4889,7110,2149,-116,-2033
5632,4593,7406,1647,1840,-3487
6159,4623,7376,701,3206,-3907
7286,4712,7029,-155,3671,-3516
7427,4572,5976,-1997,3660,-1663
7190,4808,4963,-3001,3262,-261
7238,5788,4760,-2974,2252,722
7092,6619,4905,-2391,712,1679
6600,7446,4551,-1943,-734,2677
5926,7347,4651,-915,-2682,3597
4859,7140,4886,240,-3416,3176
4648,7349,5638,1819,-3554,1735
4742,7256,6518,2664,-3199,535
4835,6767,7164,2901,-2644,-257
4869,5760,7130,2558,-1423,-1135
5003,4903,7095,1986,-99,-1887
5662,4620,7378,1570,1691,-3261
6211,4670,7328,603,3084,-3687
7281,4717,6918,-361,3517,-3156
7389,4609,6072,-2041,3702,-1661
7195,4803,5159,-3041,3386,-345
7183,5635,4816,-3087,2493,594
7146,6405,4852,-2752,1125,1627
6875,7262,4736,-2596,-24,2620
6251,7466,4532,-1842,-2170,4012
5536,7434,4563,-762,-3495,4257
4598,7400,5445,369,-3742,3373
4583,7414,6325,2254,-3571,1317
4782,6884,7216,3092,-3011,-81
4792,5835,7206,2849,-1741,-1108
4945,4946,7053,2252,-309,-1943
5647,4563,7436,1685,1516,-3201
6268,4640,7357,642,3066,-3708
7314,4684,6777,-457,3560,-3103
7359,4638,5935,-2109,3470,-1361
7130,4868,5057,-2858,2991,-133
7197,5718,4800,-2833,2250,583
7126,6501,4872,-2589,983,1606
6732,7349,4650,-2248,-219,2467
6145,7412,4587,-1412,-2316,3728
5469,7365,4633,-697,-3300,3997
4550,7449,5627,510,-3735,3225
4643,7355,6455,2516,-3629,1113
4824,6821,7175,3180,-3056,-124
4808,5883,7190,2840,-1737,-1103
4938,5114,7062,2539,-442,-2097
5552,4535,7464,2075,1282,-3357
6116,4596,7403,1006,3053,-4059
7109,4759,7239,186,3716,-3902
7429,4570,6069,-1592,3698,-2106
7225,4774,5114,-2826,3437,-611
7227,5692,4771,-2968,2563,405
7116,6502,4883,-2457,1016,1441
6790,7319,4679,-2163,-180,2343
6123,7417,4581,-1492,-2231,3723
5531,7360,4639,-697,-3344,4041
4610,7389,5389,202,-3827,3625
4613,7385,6385,2389,-3792,1403
4829,6946,7170,3225,-3297,72
4782,5933,7216,2981,-2041,-940
4922,5202,7076,2620,-629,-1991
5508,4505,7495,2216,911,-3127
6102,4585,7413,1244,2881,-4125
6923,4699,7300,447,3686,-4133
7449,4549,6075,-1201,3692,-2491
7268,4730,5226,-2755,3511,-756
7223,5515,4775,-3138,2878,260
7152,6416,4845,-2781,1393,1388
6870,7167,4831,-2436,183,2253
6191,7458,4541,-1898,-1812,3710
5606,7386,4612,-991,-3237,4228
4714,7285,5052,-212,-3822,4034
4575,7424,6322,1958,-3700,1742
4853,7087,7146,3121,-3358,237
4755,6060,7244,3181,-2416,-765
4918,5279,7080,2805,-880,-1925
5425,4502,7497,2335,507,-2842
5964,4584,7414,1509,2591,-4100
6690,4640,7359,902,3440,-4342
7414,4585,6421,-72,3874,-3802
7348,4650,5359,-2545,3823,-1278
7217,5340,4781,-3337,3238,99
7176,6304,4821,-2987,1715,1272
7039,7008,4959,-2671,441,2230
6365,7516,4482,-2310,-1226,3536
5788,7450,4549,-1396,-3010,4406
4875,7282,4717,-684,-3809,4493
4494,7503,6204,1188,-3869,2681
4802,7196,7066,3110,-3733,623
4763,6142,7235,3333,-2705,-628
4878,5405,7120,2830,-1027,-1803
5230,4685,7314,2630,48,-2678
5852,4518,7481,1991,2138,-4129
6544,4566,7432,1267,3328,-4595
7331,4666,6832,343,3962,-4305
7420,4578,5434,-2185,3934,-1749
7236,5245,4762,-3425,3482,-57
7218,6238,4780,-3157,2024,1133
7070,6944,4929,-2903,706,2197
6378,7579,4420,-2479,-700,3179
5733,7445,4552,-1370,-2922,4292
4913,7275,4724,-602,-3787,4389
4521,7479,6172,1233,-3877,2644
4804,7195,7009,3038,-3702,664
4731,6345,7266,3378,-2960,-418
4800,5492,7198,3362,-1668,-1694
5183,4854,7144,3007,-400,-2607
5927,4477,7520,2125,1717,-3842
6540,4596,7402,1053,3388,-4441
7332,4667,6799,202,4073,-4275
7401,4598,5566,-2228,4065,-1837
7193,5058,4805,-3432,3798,-366
7246,6060,4752,-3359,2488,871
7133,6769,4865,-3214,1101,2113
6605,7409,4590,-2981,-58,3039
5918,7514,4484,-2102,-2517,4619
5125,7358,4640,-1119,-3780,4899
4534,7464,5717,121,-4155,4034
4630,7368,6701,2787,-4306,1519
4731,6656,7267,3832,-3973,141
4767,5673,7232,3671,-2319,-1352
4917,5004,7081,3410,-882,-2528
5634,4362,7637,2990,537,-3527
6350,4535,7463,1753,3045,-4798
7118,4688,7310,862,4022,-4884
7566,4432,5742,-777,4395,-3618
7247,4752,4925,-3283,4446,-1163
7287,5766,4711,-3753,3369,384
7222,6534,4777,-3614,1788,1826
6839,7137,4860,-3540,621,2919
6025,7579,4420,-2652,-1488,4140
5352,7389,4609,-1264,-3476,4740
4665,7334,5042,-400,-4209,4609
4534,7464,6456,2189,-4524,2335
4784,7027,7214,3713,-4322,609
4681,6046,7316,4051,-3315,-736
4869,5153,7130,3891,-1678,-2213
5443,4696,7302,3216,-239,-2977
6133,4459,7539,2270,2296,-4566
6902,4640,7357,1189,3842,-5031
7454,4546,6387,11,4483,-4494
7374,4625,5288,-2874,4697,-1823
7264,5340,4735,-3945,4160,-215
7259,6263,4739,-3937,2606,1331
7103,6989,4895,-3874,1223,2651
6415,7507,4491,-3401,-118,3519
5809,7542,4455,-2439,-2805,5244
4904,7359,4640,-1421,-4182,5603
4451,7548,6052,360,-4674,4314
4652,7347,6874,3275,-4989,1714
4698,6471,7301,4330,-4335,5
4749,5593,7250,4237,-2565,-1672
4949,4891,7108,4122,-1152,-2970
5681,4319,7680,3389,483,-3872
6335,4454,7544,2457,3117,-5574
7227,4661,7337,1344,4404,-5748
7593,4405,5669,-763,4944,-4181
7223,4775,4818,-3724,4997,-1273
7321,5742,4677,-4252,3793,459
7270,6554,4729,-4565,2473,2092
6909,7182,4818,-4411,1076,3335
6129,7701,4298,-3355,-986,4341
5435,7513,4486,-2201,-3535,5736
4636,7361,4884,-1036,-4739,5775
4465,7534,6444,1938,-5145,3207
4758,7028,7241,4074,-5039,965
4658,6125,7340,4530,-3794,-736
4746,5299,7253,4806,-2420,-2386
5241,4770,7228,4390,-854,-3536
6037,4333,7666,3278,1601,-4879
6814,4544,7454,1956,3891,-5847
7384,4615,6809,424,4926,-5350
7455,4545,5438,-2693,5316,-2623
7265,5055,4734,-4345,5161,-816
7349,5977,4650,-4974,4059,915
7226,6806,4774,-5132,2453,2679
6702,7260,4739,-4560,761,3799
5903,7662,4337,-3482,-1908,5390
5171,7481,4517,-2182,-4115,6297
4588,7411,5112,-629,-5414,6043
4517,7482,6601,2862,-5847,2985
4714,6974,7284,4629,-5546,917
4631,6041,7367,5358,-4345,-1013
4753,5194,7245,5574,-2725,-2849
5282,4727,7272,4945,-867,-4078
6081,4321,7677,3768,1937,-5705
6767,4482,7517,2630,4161,-6791
7422,4577,6976,893,5722,-6615
7519,4479,5528,-2743,6311,-3568
7255,4841,4743,-4884,6207,-1323
7382,5738,4617,-5876,5201,675
7311,6622,4688,-6382,3637,2745
6981,7237,4762,-5912,1636,4276
6305,7818,4179,-4923,-596,5519
5527,7649,4351,-4059,-3704,7763
4618,7380,4625,-2173,-5686,7859
4370,7628,6192,1200,-6663,5463
4635,7363,6873,4654,-7175,2521
4686,6834,7313,6344,-6766,422
4616,6021,7383,7272,-5475,-1797
4683,5263,7315,7453,-3592,-3861
4864,4734,7264,7422,-1825,-5597
5444,4129,7869,6747,418,-7165
6252,4245,7754,5608,4037,-9645
7080,4499,7500,2972,6666,-9638
7613,4386,6301,-376,7996,-7620
7499,4499,5784,-4572,8927,-4355
7349,4650,5148,-6977,9209,-2232
7297,4935,4702,-8621,8635,-14
7432,5481,4566,-10032,7693,2339
7511,6149,4488,-10693,6072,4621
7500,6633,4498,-11173,4275,6898
7478,7255,4520,-11264,2577,8687
7679,8070,3928,-7218,-42,7260
6699,8205,3793,-7657,-3696,11353
6568,8416,3584,-4173,-6431,10604
5606,8128,3870,-3291,-10115,13406
4760,7905,4093,-124,-12142,12266
4304,7694,4359,3780,-14128,10348
4243,7756,4576,6072,-15293,9221
4234,7764,4668,8214,-16336,8122
4236,7764,4626,9657,-17108,7451
4218,7779,4466,10432,-17659,7227
4264,7821,4178,10535,-18215,7680
4456,7997,4002,10038,-18842,8804
4764,8203,3795,9048,-19405,10357
5077,8450,3549,7460,-19498,12038
5415,8744,3255,4949,-19405,14456
6332,9267,2731,3118,-18244,15126
7488,9751,2247,1462,-17270,15808
8902,10831,1169,508,-12328,11820
9774,11599,399,-191,-2183,2374
10024,11540,459,-1620,-2388,4008
10162,11505,494,-2362,-2207,4569
10358,11452,546,-2666,-1681,4347
10676,11361,637,-3663,-333,3996
11093,11232,767,-5042,-974,6016
11307,10850,692,-6742,-1691,8433
11111,10300,887,-9873,1372,8501
11426,10432,573,-9622,4584,5038
11488,10197,511,-10221,4884,5337
11332,10764,666,-13790,7610,6180
11435,10401,563,-10559,4749,5810
11264,10985,734,-10768,2842,7926
11132,11217,782,-8874,3179,5695
10319,11457,542,-8031,4269,3762
9682,11609,389,-5900,3639,2261
8878,11764,235,-5263,1158,4105
7850,11903,96,-4657,1707,2950
6658,11988,11,-3545,3387,158
3953,11884,116,-22498,45116,-22618
8579,10397,1602,-2026,-6724,8750
9530,11643,355,-4301,1863,2438
10163,11497,502,-4146,-1145,5291
10861,11302,697,-3806,-1718,5524
10609,9443,1389,-70,135,-65
11608,9693,391,-5121,4277,844
11998,6604,1,-9163,9444,-281
11906,4051,92,174,-437,263
11854,3595,144,-11105,10630,475
11354,1270,644,-11203,7602,3601
11971,7112,28,-21007,42344,-21337
11661,337,2544,-10019,4539,5480
10621,2272,1377,-19733,32022,-12289
11935,64,4483,-4684,2777,1907
11893,106,7953,-12222,9877,2345
11507,492,10139,-10221,9867,354
11272,726,10985,-204,173,31
8929,230,11769,-6721,9375,-2654
6000,6000,6000,-5175,7559,-2384
3988,135,11863,-3916,7603,-3687
2025,450,11549,-1038,9322,-8284
445,2065,11554,-617,8915,-8298
39,4814,11959,-171,1398,-1227
368,9600,11630,510,7688,-8198
187,11811,8663,467,8334,-8801
59,11940,4410,-1943,7249,-5306
692,11306,1148,3370,542,-3912
4194,11908,91,9006,-7891,-1115
6000,6000,6000,-22503,45124,-22621
9735,6852,2264,641,-1189,548
11218,5309,781,-1815,-699,2514
11203,1645,796,-7928,4018,3910
6000,6000,6000,-11869,2696,9173
11245,753,11052,-10466,5586,4880
6954,24,11974,-11602,12604,-1002
2023,444,11554,-6424,11070,-4646
57,4470,11942,-1113,10198,-9085
686,10826,11311,-190,9066,-8876
6000,6000,6000,82,8617,-8699
1273,11349,649,3970,39,-4009
7093,11966,32,9293,-9205,-88
11660,9529,339,4604,-6710,2106
11715,2837,283,-734,305,429
11910,90,4157,-8342,-785,9127
11354,644,10724,-9663,4072,5591
5946,0,11999,-11162,11355,-193
662,1207,11337,-3832,8806,-4974
138,8241,11860,-18,5555,-5537
72,11926,7663,-578,10758,-10180
499,11499,1799,2835,3764,-6599
6584,11989,9,10927,-10886,-41
11619,9720,381,5246,-6464,1218
11576,2168,422,-1570,979,591
6000,6000,6000,-10126,642,9484
10224,512,11488,-11968,7399,4569
3741,141,11857,-10010,12067,-2057
95,4024,11904,-1656,9781,-8125
713,11287,10913,499,8692,-9191
107,11892,3902,-546,8213,-7667
4383,11927,72,12686,-10867,-1819
10545,11404,596,7495,-7864,369
11901,4075,98,-252,-9788,10040
11839,160,3594,-7924,-2592,10516
11438,562,10439,-10962,4758,6204
5629,4,11995,-11987,12358,-371
349,2421,11650,-3414,10183,-6769
365,9575,11633,-196,8883,-8687
6000,6000,6000,272,9960,-10232
2491,11651,347,12027,-9521,-2506
8896,11764,234,8659,-8316,-343
11984,6959,14,1936,-4296,2360
11341,658,1267,-5342,1691,3651
11814,184,8685,-9301,2176,7125
7303,47,11953,-12654,10998,1656
788,814,11209,-6749,11880,-5131
66,7589,11932,-1069,5920,-4851
147,11851,8321,618,10426,-11044
521,11478,1720,2245,4304,-6549
7402,11943,54,10343,-10192,-151
11762,9005,237,4030,-4788,758
11600,2275,398,-2835,-241,3076
6000,6000,6000,-7381,-330,7711
9004,253,11746,-11838,8505,3333
2525,341,11659,-8371,12541,-4170
6000,6000,6000,-45,9544,-9499
535,11463,10294,1394,8459,-9853
151,11848,3554,2442,5044,-7486
5653,11995,3,12095,-12085,-10
11316,10855,682,5547,-7545,1998
11918,4264,81,-215,-232,447
11964,35,4798,-9521,-979,10500
10751,654,11344,-11264,6464,4800
4101,100,11899,-9867,12121,-2254
181,3347,11817,-979,9106,-8127
622,10609,11376,184,8144,-8328
12,11985,5029,8119,-561,-7558
3236,11786,212,12482,-10973,-1509
9661,11617,380,7671,-8445,774
11985,6920,13,1043,-2204,1161
11576,422,2166,-6085,-3111,9196
11645,354,9600,-9779,3377,6402
6131,0,11998,-11547,11352,195
555,1588,11444,-3951,10096,-6145
110,8012,11888,-23,5916,-5893
57,11942,7496,171,10421,-10592
701,11298,1094,4560,1564,-6124
7852,11903,95,9271,-9100,-171
11762,9003,237,3190,-4917,1727
11550,2059,447,-2987,-11,2998
11982,17,7012,-7205,-118,7323
8439,164,11834,-11669,9188,2481
1813,504,11495,-6992,11293,-4301
6000,6000,6000,-203,9291,-9088
447,11552,9938,1391,8577,-9968
148,11849,3568,2517,4573,-7090
5488,11992,7,11807,-11799,-8
11260,11027,738,5105,-7945,2840
11923,4282,76,-1437,-8612,10049
11807,191,3381,-7922,-2118,10040
11450,548,10400,-10181,4827,5354
5268,15,11984,-9945,10825,-880
359,2395,11639,-2695,8995,-6300
252,8998,11747,-343,6674,-6331
49,11949,7390,2046,7652,-9698
634,11364,1311,4482,1557,-6039
8011,11886,113,9097,-8993,-104
11799,8779,200,2654,-4202,1548
11672,2613,326,-3089,1773,1316
11990,8,6782,-10225,1395,8830
9357,315,11684,-10645,7775,2870
2904,271,11728,-6979,9282,-2303
13,4933,11985,-672,8904,-8232
715,11284,10920,387,7921,-8308
46,11952,4572,-1589,8795,-7206
4264,11919,80,12458,-10714,-1744
10798,11326,674,5899,-7428,1529
6000,6000,6000,-981,1425,-444
11795,204,3313,-7474,-2441,9915
11324,674,10854,-9430,4672,4758
4674,48,11950,-7218,7415,-197
249,3679,11749,-1548,7758,-6210
630,11367,10649,766,7778,-8544
166,11834,3516,400,5249,-5649
7334,11684,314,7977,-6568,-1409
11800,8105,199,1755,-1824,69
11092,907,2143,-4556,-19,4575
10510,1353,10645,-8117,4099,4018
3114,1210,10788,-5039,6834,-1795
1163,7689,10835,-937,6254,-5317
825,11174,5714,2447,2993,-5440
6424,10910,1088,5519,-4334,-1185
10536,6397,1464,769,-4610,3841
10514,1483,5421,-4300,5,4295
6023,1572,10426,-3831,3807,24
1652,6041,10347,4,2986,-2990
1824,10175,5074,3724,-1214,-2510
9968,4686,2030,-1715,-1045,2760
9772,2227,4867,-3304,787,2517
9170,2763,9236,-2798,2621,177
2480,3765,9518,295,1888,-2183
2640,9359,6943,3194,-1511,-1683
5777,9189,2810,1205,-2681,1476
9129,5527,2871,-2413,-360,2773
8780,3218,7295,-2604,2617,-13
4054,3320,8678,319,1820,-2139
3837,8162,8116,3200,-1154,-2046
3952,8046,3981,1596,-2696,1100
8125,7896,3873,-1975,-720,2695
7862,4137,4723,-2827,2206,621
7384,4280,7717,-378,2142,-1764
4476,4838,7523,2552,-234,-2318
4525,7460,7474,1685,-2143,458
4527,7471,4710,-409,-1192,1601
6336,7403,4595,-2103,322,1781
7460,6485,4540,-1586,1465,121
7343,4834,4656,-1150,1391,-241
7416,4583,6027,-1084,1339,-255
7013,4841,7157,-926,1389,-463
5858,4806,7192,-476,1065,-589
4684,5166,7315,489,548,-1037
4940,6407,7059,1353,-220,-1133
5079,6920,6744,1383,-1201,-182
5093,6906,6260,1355,-1451,96
5172,6827,5779,1100,-1379,279
5323,6675,5451,862,-1306,444
5563,6607,5391,667,-1204,537
5868,6577,5421,415,-1076,661
6325,6610,5388,-211,-909,1120
6383,6532,5467,-1069,-748,1817
6312,6439,5559,-1180,-555,1735
6289,6347,5653,-963,-424,1387
6265,6244,5733,-718,-270,988
6211,6169,5786,-636,-173,809
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
6161,6168,5831,-664,-225,889
