I0,I1,I2,I3,I4,I5
6784,5214,5452,-187,-522,709
6894,5104,5407,-1371,71,1300
6891,5179,5107,-1560,826,734
7062,5941,4937,-1366,1021,345
6897,6708,5101,-968,738,230
6121,6871,5127,-667,641,26
5327,6672,5462,-86,407,-321
5094,6904,6096,688,159,-847
5005,6993,6242,1254,-359,-895
5101,6898,6793,1212,-716,-496
4996,6300,7002,860,-703,-157
5076,5580,6923,554,-500,-54
5594,5200,6798,389,-463,74
6458,5290,6707,37,-408,371
6849,5150,6137,-578,-184,762
6929,5070,5865,-1014,130,884
6897,5101,5343,-884,191,693
6955,5488,5043,-633,257,376
6850,6113,5148,-259,380,-121
6432,6592,5407,46,679,-725
5729,6599,5400,248,748,-996
5243,6755,5422,802,197,-999
5024,6974,5417,1270,-1153,-117
4900,7099,6000,1293,-1469,176
4944,7054,6797,1384,-1520,136
4901,6266,7098,1023,-1302,279
5069,5348,6930,723,-923,200
5842,5180,6817,558,-674,116
6609,5390,6431,44,-596,552
6830,5169,5863,-822,-377,1199
6948,5051,5948,-1493,322,1171
6960,5039,5462,-1422,844,578
7004,5441,4994,-1260,1037,223
6985,6229,5014,-776,831,-55
6563,6801,5197,-643,810,-167
5690,6671,5327,-319,838,-519
5327,6672,5844,105,967,-1072
5206,6791,6420,799,652,-1451
5182,6816,6603,1318,349,-1667
5115,6884,6799,1385,-195,-1190
4996,6323,7002,1296,-1064,-232
5086,5507,6911,996,-1079,83
5707,5173,6825,930,-1076,146
6377,5342,6658,585,-900,315
6660,5339,6110,267,-787,520
6826,5172,5296,-436,-562,998
6856,5142,5262,-1379,-122,1501
6916,5196,5084,-1463,524,939
7021,6066,4977,-1191,993,198
6805,6824,5174,-911,950,-39
5907,6824,5174,-710,888,-178
5374,6625,5622,-272,734,-462
5250,6749,6272,87,829,-916
5166,6751,6833,902,552,-1454
5086,6607,6912,1362,285,-1647
4950,6329,7049,1259,-193,-1066
5062,5613,6937,1073,-922,-151
5650,5150,6847,988,-1036,48
6315,5301,6697,564,-719,155
6722,5278,6157,81,-452,371
6979,5019,5820,-1002,205,797
6979,5019,5491,-1465,981,484
7011,5344,4988,-1408,1100,308
7012,6131,4986,-941,846,95
6728,6789,5209,-545,600,-55
5770,6683,5316,-176,664,-488
5286,6713,5899,435,813,-1248
5221,6778,6246,1007,598,-1605
5153,6846,6518,1249,321,-1570
5067,6931,6745,1278,-205,-1073
4963,6413,7035,1255,-1137,-118
5040,5560,6958,1024,-1101,77
5679,5149,6849,897,-999,102
6359,5313,6687,573,-832,259
6713,5286,6225,362,-675,313
6923,5077,5373,-455,-289,744
6927,5071,5279,-1371,263,1108
7025,5414,4973,-1375,730,645
7000,6241,4997,-963,705,258
6635,6825,5173,-664,689,-25
5765,6732,5266,-457,709,-252
5338,6660,5900,72,750,-822
5220,6778,6460,788,648,-1436
5216,6782,6624,1306,427,-1733
5160,6838,6825,1374,-13,-1361
5035,6456,6964,1261,-799,-462
5071,5636,6927,930,-1016,86
5547,5159,6840,1016,-1094,78
6298,5276,6723,667,-833,166
6656,5343,6298,394,-710,316
6878,5121,5498,-286,-404,690
6962,5037,5375,-1436,242,1194
7001,5262,4998,-1558,840,718
7050,6105,4947,-1182,894,288
6773,6857,5142,-866,824,42
5866,6827,5171,-517,694,-177
5312,6687,5797,4,667,-671
5148,6850,6475,591,676,-1267
5206,6779,6792,1227,469,-1696
5038,6454,6960,1207,462,-1669
4922,6089,7077,1052,197,-1249
5131,5626,6867,961,-805,-156
5790,5179,6820,1168,-1428,260
6418,5366,6633,761,-1044,283
6606,5392,6182,472,-802,330
6782,5216,5388,-237,-461,698
6904,5096,5456,-1393,252,1141
6925,5304,5073,-1529,959,570
7025,6054,4973,-1250,957,293
6864,6783,5133,-902,774,128
6032,6872,5126,-721,765,-44
5326,6672,5564,-168,554,-386
5233,6766,6309,255,802,-1057
5203,6791,6797,850,696,-1546
5041,6498,6958,1108,529,-1637
4926,6105,7072,1006,308,-1314
5146,5794,6853,747,-533,-214
5700,5230,6769,967,-1424,457
6318,5389,6609,760,-1244,484
6571,5428,6288,547,-928,381
6750,5249,5583,-101,-431,532
6927,5071,5625,-1359,416,943
6863,5191,5135,-1609,1109,500
7098,5847,4900,-1475,1130,345
6972,6622,5027,-1194,765,429
6255,6932,5067,-811,541,270
5302,6810,5188,-118,179,-61
5005,6994,5921,532,-142,-390
4970,7030,6271,1016,-468,-548
5142,6834,6856,831,-528,-303
5066,6109,6932,393,-365,-28
5415,5308,6691,-265,83,182
6041,5210,6789,-958,359,599
6475,5182,6817,-952,387,565
6844,5154,6602,-729,479,250
6916,5082,6041,-436,372,64
6756,5243,5531,51,26,-77
6739,5605,5260,243,14,-257
6789,6203,5209,213,65,-278
6736,6826,5172,-35,-54,89
6281,7089,4909,-323,-266,589
5620,7156,4842,-649,-745,1394
5038,6960,5309,-829,-729,1558
5150,6848,6307,-925,-259,1184
5201,5944,6796,-866,642,224
5337,5530,6660,-1329,1318,11
5501,5284,6714,-1313,1267,46
5883,5145,6854,-1033,1067,-34
6372,5023,6975,-726,866,-140
6960,5039,6816,-532,990,-458
6961,5037,6350,-27,713,-686
6780,5218,5804,812,594,-1406
6630,5659,5369,721,679,-1400
6713,6397,5285,375,305,-680
6914,7085,4912,-261,-797,1058
6396,7184,4814,-877,-1411,2288
5657,7196,4803,-642,-1341,1983
4912,7087,5393,-1053,-534,1587
5134,6724,6865,-916,447,469
5125,5897,6874,-672,969,-297
5322,5348,6675,-1111,1250,-139
5689,5188,6811,-1243,1145,98
6201,5146,6853,-1012,825,187
6721,5223,6776,-700,485,215
6726,5274,6172,-211,-82,293
6632,5367,5800,710,-759,49
6673,5527,5325,644,-545,-99
6982,5747,5016,-57,27,30
7015,6282,4982,-1298,668,630
6679,6924,5075,-1419,648,771
5866,7025,4972,-917,305,612
5191,6933,5065,-549,-164,713
5078,6921,5811,-587,-298,885
5300,6512,6699,-604,239,365
5211,5833,6787,-760,894,-134
5246,5361,6753,-896,1122,-226
5615,5143,6855,-856,1124,-268
6135,5079,6919,-860,965,-105
6699,5105,6893,-644,688,-44
6904,5094,6558,-191,462,-271
6753,5245,5901,963,20,-983
6680,5575,5317,981,-213,-768
6712,6141,5286,622,-167,-455
6778,6810,5188,289,-418,129
6652,7066,4932,-159,-883,1042
6039,7258,4740,-917,-895,1812
5162,7030,4968,-1070,-844,1914
5009,6989,6035,-1163,-388,1551
5152,6270,6846,-858,407,451
5274,5616,6725,-917,1055,-138
5418,5304,6694,-1156,1303,-147
5770,5181,6818,-1062,1297,-235
6121,5069,6928,-886,1180,-294
6736,5005,6994,-663,1153,-490
7041,4958,6477,-448,1119,-671
6898,5100,6088,320,755,-1075
6617,5382,5380,900,732,-1632
6554,6096,5445,953,465,-1418
6457,6814,5184,864,-357,-507
6174,6878,5120,695,-1236,541
5739,6966,5033,722,-1391,669
5126,6992,5006,690,-1359,669
4938,7061,5556,330,-981,651
5107,6892,6093,-836,-589,1425
5297,6386,6701,-1027,-586,1613
5400,5536,6599,-1051,-183,1234
5728,5128,6872,-895,761,134
6064,5102,6897,-864,1165,-301
6557,5041,6957,-821,1109,-288
7020,4979,6666,-648,1090,-442
7016,4982,6078,-241,766,-525
6690,5308,5663,479,659,-1138
6566,5871,5432,958,560,-1518
6558,6609,5389,882,36,-918
6297,6828,5171,573,-1042,469
5971,6891,5106,567,-1424,857
5530,6999,4999,680,-1443,763
4927,7071,5128,644,-1500,856
4825,7175,5920,358,-1218,860
5014,6984,6984,464,-1095,631
4990,6094,7008,515,-965,450
5491,5412,6586,-30,-700,730
6308,5511,6487,-850,-769,1619
6561,5437,6440,-1149,-467,1616
6796,5203,6785,-1405,638,767
6907,5092,6307,-1051,1085,-34
7036,4962,5716,-902,1027,-125
6940,5139,5060,-1085,1261,-176
6998,5950,5000,-827,1161,-334
6758,6702,5240,-659,863,-204
6045,6662,5335,-447,696,-249
5328,6669,5579,193,519,-712
5023,6976,5619,1177,-301,-876
4958,7040,6061,1423,-1035,-388
4935,7063,6776,1302,-1188,-114
4902,6348,7096,1124,-1214,90
5033,5368,6965,664,-802,138
5816,5132,6866,481,-670,189
6669,5330,6393,-109,-597,706
6745,5253,5753,-843,-659,1502
6732,5266,5452,-1251,-504,1755
6785,5213,5339,-1334,-242,1576
6864,5186,5133,-1221,404,817
6987,5966,5010,-1159,1135,24
6814,6706,5185,-999,1027,-28
6080,6793,5205,-835,931,-96
5482,6639,5360,-479,712,-233
5126,6874,5956,44,293,-337
4921,7078,6265,1142,-509,-633
5088,6911,6903,1348,-897,-451
4956,6210,7043,891,-769,-122
5121,5455,6877,468,-564,96
5980,5297,6701,103,-602,499
6643,5356,6243,-476,-781,1257
6729,5270,5949,-988,-633,1621
6821,5177,5722,-1242,-294,1536
6970,5029,5685,-1293,350,943
6975,5202,5023,-1311,1228,83
7017,6049,4983,-1177,1218,-41
6788,6776,5209,-930,945,-15
6020,6764,5235,-691,794,-103
5354,6644,5425,-281,487,-206
4987,7012,5944,676,-227,-449
4972,7028,6229,1397,-945,-452
5025,6974,6922,1426,-1055,-371
4938,6219,7060,1164,-919,-245
5082,5452,6916,683,-582,-101
5859,5223,6775,349,-529,180
6642,5357,6316,-329,-673,1002
6766,5233,5925,-963,-651,1614
6827,5172,5649,-1289,-362,1651
6922,5077,5470,-1396,116,1280
6983,5202,5015,-1297,932,365
7021,6109,4978,-1121,1189,-68
6722,6817,5181,-1005,1090,-85
5865,6783,5216,-686,936,-250
5397,6602,5542,-429,867,-438
5215,6783,6292,33,640,-673
5143,6856,6791,1100,305,-1405
5094,6790,6905,1481,-128,-1353
4981,6276,7017,1312,-740,-572
5081,5437,6918,896,-890,-6
5781,5150,6848,814,-932,118
6489,5371,6627,440,-728,288
6708,5291,5879,-81,-715,796
6777,5222,5370,-999,-481,1480
6821,5178,5347,-1422,-124,1546
6880,5184,5119,-1351,483,868
6993,6014,5006,-1141,1046,95
6809,6746,5190,-914,982,-68
6024,6816,5183,-796,919,-123
5420,6578,5500,-352,686,-334
5215,6783,6206,145,607,-752
5101,6897,6585,1141,203,-1344
5057,6942,6730,1482,-386,-1096
4938,6376,7061,1379,-1025,-354
5008,5513,6991,980,-956,-24
5697,5108,6891,714,-762,48
6533,5338,6660,261,-552,291
6804,5194,5911,-287,-588,875
6877,5122,5541,-1101,-273,1374
6899,5098,5313,-1356,181,1175
6948,5412,5051,-1122,654,468
6964,6212,5035,-759,817,-58
6616,6765,5233,-627,780,-153
5892,6741,5257,-530,813,-283
5337,6662,5691,-107,606,-499
5122,6877,6361,659,359,-1018
5051,6948,6428,1340,-162,-1178
5052,6947,6882,1333,-735,-598
4953,6147,7045,1111,-1028,-83
5108,5379,6890,716,-788,72
5861,5190,6808,532,-736,204
6580,5418,6462,149,-756,607
6792,5206,5839,-261,-740,1001
6818,5180,5368,-1034,-439,1473
6865,5207,5133,-1255,-212,1467
6981,5464,5018,-1185,308,877
6935,6215,5063,-820,912,-92
6516,6766,5232,-863,1113,-250
5801,6659,5339,-682,1046,-364
5405,6594,5668,-369,810,-441
5150,6849,6397,488,327,-815
5030,6969,6157,1463,-514,-949
5091,6908,6775,1519,-1070,-449
4945,6305,7053,1392,-1108,-284
5021,5537,6978,908,-775,-133
5624,5119,6879,749,-763,14
6506,5316,6684,308,-596,288
6756,5242,5899,-238,-665,903
6816,5182,5417,-993,-518,1511
6825,5192,5174,-1395,-287,1682
6958,5415,5040,-1345,87,1258
6975,5976,5023,-1014,750,264
6763,6760,5235,-1005,1064,-59
5961,6758,5240,-814,1027,-213
5435,6564,5442,-474,861,-387
5209,6789,6219,121,484,-605
5035,6963,6349,1286,-159,-1127
5050,6949,6753,1543,-844,-699
4965,6335,7033,1355,-1031,-324
5028,5533,6971,841,-829,-12
5665,5132,6866,670,-806,136
6526,5348,6650,287,-705,418
6739,5260,5884,-239,-813,1052
6790,5209,5391,-932,-656,1588
6828,5295,5170,-1279,-496,1775
6984,5479,5015,-1268,-134,1402
6955,5911,5043,-1069,724,345
6777,6756,5221,-1044,1264,-220
5938,6769,5228,-945,1184,-239
5466,6533,5481,-540,900,-360
5295,6703,6154,-126,623,-497
5119,6880,6546,993,173,-1166
5067,6931,6593,1522,-652,-870
4956,6447,7042,1450,-1120,-330
5001,5645,6998,1052,-901,-151
5481,5130,6869,792,-784,-8
6340,5263,6736,382,-623,241
6742,5256,6041,-191,-634,825
6853,5145,5535,-954,-455,1409
6861,5138,5334,-1365,-65,1430
6928,5217,5070,-1248,396,852
7019,5995,4979,-1031,937,94
6804,6718,5194,-857,814,43
6073,6770,5228,-616,742,-126
5370,6629,5492,-148,550,-402
5032,6967,5959,745,10,-755
4938,7060,6174,1402,-872,-530
5042,6956,6870,1397,-1096,-301
4965,6259,7034,857,-870,13
5171,5458,6828,388,-604,216
6063,5364,6635,-110,-574,684
6611,5389,6386,-829,-650,1479
6787,5212,6260,-1204,-218,1422
6981,5018,6248,-1384,707,677
7024,4974,5602,-1215,1158,57
7020,5257,4980,-1286,1329,-43
7043,6105,4955,-962,1092,-130
6674,6832,5166,-684,801,-117
5879,6768,5230,-513,781,-268
5328,6669,5688,-156,736,-580
5167,6831,6510,480,565,-1045
5153,6845,6636,1287,268,-1555
5114,6820,6885,1403,-149,-1254
5035,6294,6963,1138,-694,-444
5109,5527,6890,725,-846,121
5734,5207,6792,804,-983,179
6362,5362,6636,527,-905,378
6722,5277,6075,98,-604,506
6941,5058,5595,-980,-76,1056
6990,5008,5507,-1587,676,911
7052,5324,4947,-1509,1051,458
7063,6192,4936,-1137,931,206
6667,6898,5101,-862,825,37
5716,6800,5198,-395,554,-159
5222,6776,5892,254,451,-705
5118,6881,6311,1063,278,-1341
5179,6819,6656,1232,85,-1317
5061,6559,6939,1003,13,-1016
5036,6042,6961,690,-258,-432
5219,5469,6780,530,-769,239
5820,5243,6756,708,-1075,367
6417,5369,6630,509,-839,330
6718,5280,5933,-24,-508,532
6923,5075,5693,-1102,27,1075
6979,5019,5503,-1464,772,692
7039,5394,4960,-1470,1191,279
7038,6230,4960,-1060,976,84
6642,6874,5125,-792,820,-28
5739,6795,5204,-467,716,-249
5297,6701,5915,83,725,-808
5199,6800,6532,479,889,-1368
5176,6687,6823,974,704,-1678
5007,6378,6992,1071,534,-1605
4951,5951,7048,903,243,-1146
5212,5582,6787,794,-820,26
5853,5279,6718,962,-1331,369
6359,5449,6549,721,-1117,396
6614,5384,6122,290,-560,270
6937,5061,5897,-811,266,545
6917,5080,5566,-1505,1206,299
6964,5245,5034,-1485,1211,274
7073,5977,4925,-1221,1020,201
6895,6776,5103,-849,731,118
6079,6890,5108,-571,629,-58
5295,6704,5565,-91,536,-445
5199,6800,6314,305,777,-1082
5179,6819,6817,828,694,-1522
5034,6434,6964,952,633,-1585
4937,5915,7062,627,575,-1202
5116,5583,6884,492,-31,-461
5717,5299,6699,902,-1432,530
6303,5439,6560,931,-1497,566
6561,5438,6264,629,-943,314
6774,5223,5747,-111,-263,374
6926,5071,5659,-1386,830,556
6873,5194,5126,-1621,1237,384
7087,5815,4912,-1508,1088,420
6985,6574,5014,-1128,736,392
6278,6944,5054,-844,666,178
5366,6758,5239,-343,472,-129
5210,6789,6206,154,497,-651
5131,6867,6848,518,761,-1279
5022,6457,6977,970,646,-1616
4959,5938,7040,696,668,-1364
5116,5464,6883,357,275,-632
5602,5361,6638,750,-1090,340
6219,5454,6545,843,-1449,606
6494,5505,6324,604,-1068,464
6678,5321,5823,-72,-358,430
6883,5115,5880,-1301,679,622
6845,5153,5421,-1548,1177,371
7000,5452,5000,-1425,1146,279
7081,6186,4918,-1418,987,431
6773,6925,5074,-1201,769,432
5815,6951,5048,-610,527,83
5098,6900,5535,-19,192,-173
5085,6913,6509,356,292,-648
5054,6495,6945,565,750,-1315
5168,6040,6830,68,1034,-1102
5312,5456,6686,-831,672,159
5766,5398,6600,-818,99,719
6271,5470,6529,-490,-854,1344
6670,5327,6428,-505,-457,962
6953,5046,6658,-998,1004,-6
7061,4938,6007,-1250,1696,-446
7103,4895,5247,-1515,1857,-342
7133,5622,4865,-1605,1860,-255
7024,6687,4974,-1262,1292,-30
6234,6979,5020,-934,879,55
5331,6734,5264,-354,466,-112
5182,6816,6234,302,322,-624
5211,6775,6788,933,478,-1411
5068,6496,6930,1095,575,-1670
4884,6048,7116,971,514,-1485
5065,5620,6934,775,64,-839
5505,5306,6693,838,-1231,393
6241,5360,6637,922,-1588,666
6518,5481,6330,812,-1367,555
6577,5421,5869,444,-834,390
6808,5190,5226,-514,-258,772
6838,5160,5386,-1519,688,831
6978,5575,5021,-1410,1051,359
7083,6336,4916,-1395,925,470
6661,6956,5043,-1218,652,566
5707,6991,5007,-584,396,188
5041,6957,5492,-13,-44,57
5080,6919,6419,93,111,-204
5265,6260,6735,-234,780,-546
5246,5847,6751,-1160,1186,-26
5264,5321,6734,-996,1012,-16
5715,5126,6873,-759,853,-94
6253,5008,6989,-589,748,-159
6847,5081,6917,-426,802,-376
6918,5080,6584,205,637,-842
6856,5142,5844,930,601,-1531
6698,5535,5301,462,778,-1240
6903,6287,5096,-92,362,-270
6960,7153,4846,-658,-690,1348
6423,7207,4792,-780,-1366,2146
5592,7218,4781,-646,-1260,1906
4915,7083,5499,-761,-797,1558
5124,6875,6612,-664,-157,821
5094,5772,6905,-749,869,-120
5330,5302,6697,-1305,1461,-156
5742,5207,6791,-1508,1339,169
6228,5192,6807,-1236,872,364
6712,5287,6665,-745,320,425
6660,5338,6009,-108,-479,587
6607,5391,5804,753,-927,174
6652,5522,5346,719,-654,-65
6982,5726,5018,-91,-75,166
7041,6209,4957,-1500,794,706
6726,6924,5075,-1700,704,996
5892,6966,5032,-1061,521,540
5189,6809,5214,-690,365,325
5203,6795,6117,-535,324,211
5352,6418,6646,-709,880,-171
5224,5966,6774,-760,989,-229
5225,5448,6773,-577,958,-381
5388,5087,6911,-426,958,-532
5718,4806,7193,48,923,-971
6372,4886,7113,822,703,-1525
6843,5155,6269,1364,41,-1405
6644,5395,5354,1220,-1018,-202
6647,5954,5352,1171,-1164,-7
6673,6367,5325,992,-1072,80
6640,6670,5328,638,-991,353
6562,6913,5085,140,-907,767
6268,7186,4812,-760,-869,1629
5444,7065,4933,-956,-1084,2040
5024,6974,5532,-1099,-663,1762
5250,6748,6623,-976,-95,1071
5221,5790,6776,-816,633,183
5286,5396,6713,-1032,1154,-122
5551,5176,6823,-925,1244,-319
5999,5051,6948,-858,1265,-407
6553,4970,7029,-752,1171,-419
7017,4982,6641,-534,1092,-558
6925,5074,6260,211,673,-884
6685,5313,5474,1160,507,-1667
6578,5990,5420,1106,463,-1569
6547,6753,5245,902,-240,-662
6265,6865,5134,673,-1196,523
5864,6957,5042,677,-1385,708
5264,7034,4965,705,-1368,663
4935,7064,5486,455,-1131,676
5095,6904,5910,-545,-651,1196
5298,6565,6700,-1044,-628,1672
5396,5748,6603,-943,-392,1335
5624,5095,6903,-865,542,323
5972,5099,6899,-923,1368,-445
6379,5040,6960,-906,1417,-511
7000,4998,6926,-741,1341,-600
7099,4900,6212,-383,1029,-646
6833,5166,5699,431,762,-1193
6691,5781,5308,870,674,-1544
6590,6552,5407,959,235,-1194
6177,6926,5072,769,-795,26
5834,6932,5068,829,-1390,561
5319,6965,5032,846,-1415,569
4923,7076,5439,721,-1316,595
4950,7048,6046,168,-811,643
5324,6675,6617,-693,-697,1390
5363,5889,6635,-959,-539,1498
5588,5237,6763,-948,126,822
5971,5094,6905,-765,1090,-325
6368,5065,6933,-891,1386,-495
6951,5048,6934,-783,1295,-512
7150,4848,6228,-592,1227,-635
7031,4968,5423,-376,960,-584
6814,5669,5184,36,858,-894
6495,6379,5503,541,625,-1166
6107,6695,5304,874,231,-1105
5672,6963,5036,938,-933,-5
5317,6901,5097,1061,-1538,477
4946,7053,5392,969,-1480,511
4838,7161,6158,849,-1317,468
4993,6868,7004,595,-1109,514
5059,5912,6939,295,-973,678
5683,5374,6625,-226,-766,992
6404,5488,6510,-832,-697,1529
6643,5355,6451,-1136,-331,1467
6832,5167,6652,-1360,870,490
6924,5075,6134,-1181,1262,-81
7015,4983,5562,-1075,1176,-101
7004,5324,4995,-1272,1408,-136
7017,6156,4981,-958,1153,-195
6635,6826,5172,-759,934,-175
5838,6756,5243,-529,872,-343
5360,6639,5787,-90,862,-772
5225,6775,6438,369,836,-1205
5230,6768,6755,1100,556,-1656
5111,6681,6887,1271,231,-1502
5045,6456,6953,1171,-470,-701
5101,5593,6897,937,-1090,153
5678,5209,6789,932,-1145,213
6306,5368,6630,586,-942,356
6642,5356,6227,325,-750,425
6893,5106,5448,-526,-298,824
6983,5015,5629,-1489,495,994
6968,5233,5030,-1542,1092,450
7080,6023,4919,-1347,1061,286
6881,6826,5119,-957,753,204
6002,6881,5117,-536,551,-15
5234,6763,5576,134,259,-393
5057,6942,6017,946,-78,-868
5021,6977,6304,1238,-493,-745
5149,6762,6850,1009,-605,-404
5040,6137,6959,622,-496,-126
5161,5323,6837,253,-148,-105
5885,5115,6884,-140,112,28
6643,5160,6838,-483,233,250
6903,5096,6462,-627,337,290
6852,5146,5799,-311,19,292
6631,5410,5367,300,-377,77
6740,5980,5259,711,-584,-127
6740,6521,5258,629,-594,-35
6452,6841,5158,462,-605,143
6109,7057,4942,123,-582,459
5699,7153,4845,-469,-769,1238
5044,6955,5330,-1119,-720,1839
5114,6885,6220,-1070,-421,1491
5277,6163,6722,-805,13,792
5289,5453,6709,-1030,952,78
5483,5234,6765,-1023,1235,-212
5845,5095,6903,-873,1235,-362
6353,4962,7036,-684,1131,-447
6990,5007,6865,-515,1181,-666
6993,5005,6376,55,817,-872
6787,5211,5664,915,592,-1507
6606,5781,5392,876,549,-1425
6671,6638,5328,759,-24,-735
6379,6886,5111,502,-1107,605
5967,6972,5026,567,-1517,950
5438,7082,4916,730,-1535,805
4881,7117,5253,550,-1400,850
4884,7114,6060,13,-995,982
5152,6758,6846,-120,-905,1025
5312,5827,6685,-431,-647,1078
5704,5315,6685,-979,-172,1151
6197,5023,6975,-1012,627,385
6642,5111,6887,-1155,1246,-91
6989,5009,6604,-1075,1168,-93
7079,4920,5923,-721,889,-168
6840,5159,5392,-194,651,-457
6567,5885,5432,729,768,-1497
6426,6426,5572,1203,477,-1680
6071,6677,5322,1104,-51,-1053
5809,6801,5198,882,-951,69
5488,6807,5191,869,-1117,248
5102,6898,5316,737,-1106,369
4861,7138,5872,742,-1228,486
4970,7029,6631,858,-1329,471
4984,6338,7015,702,-1302,600
5146,5615,6852,549,-799,250
5716,5308,6691,235,-685,450
6551,5405,6593,-300,-602,902
6877,5120,6562,-1069,70,999
7037,4961,6265,-1401,1195,206
7118,4880,5592,-1372,1389,-17
7018,5252,4981,-1194,1301,-107
7030,6190,4968,-759,1024,-265
6592,6787,5212,-466,638,-172
5607,6590,5409,4,605,-609
5273,6726,5849,846,438,-1284
5093,6905,5738,1414,-286,-1128
5021,6978,6121,1349,-949,-400
5028,6970,6842,1209,-1102,-107
4984,6270,7015,963,-1021,58
5104,5548,6896,539,-713,174
5808,5271,6728,365,-731,366
6548,5450,6389,-156,-858,1014
6729,5270,5941,-750,-735,1485
6813,5185,5799,-1218,-302,1520
6773,5225,5667,644,-114,-530
6894,5320,5104,-63,338,-275
7097,6013,4901,-1240,904,336
6924,6766,5074,-1357,522,835
6236,7100,4899,-953,185,768
5447,7091,4907,-488,-276,764
5062,6936,5563,-307,-518,825
5401,6545,6599,-412,274,138
5264,6100,6735,-814,1164,-350
5242,5652,6756,-658,1249,-591
5235,5270,6764,-558,1306,-748
5501,4966,7032,-318,1259,-941
6052,4850,7148,11,1184,-1195
6587,4926,7072,628,667,-1295
6888,5112,5893,1388,0,-1388
6754,5657,5244,1016,-757,-259
6721,6187,5278,1156,-1067,-89
6709,6668,5290,1005,-990,-15
6334,6862,5138,780,-945,165
5819,7022,4977,555,-832,277
5226,6969,5030,397,-942,545
5127,6871,5239,-436,-606,1042
5219,6780,6343,-1344,-162,1506
5288,6163,6710,-1082,154,928
5246,5458,6752,-778,572,206
5460,5184,6814,-602,937,-335
5882,5009,6989,-509,1050,-541
6428,4906,7093,-380,1149,-769
6891,5029,6969,134,1025,-1159
6971,5027,6151,1248,595,-1843
6682,5316,5379,965,526,-1491
6672,6261,5327,918,34,-952
6544,6786,5212,824,-982,158
6297,6845,5153,780,-1405,625
5858,6975,5024,729,-1363,634
5234,6991,5009,669,-1315,646
4973,7025,5452,311,-882,571
5113,6886,5994,-951,-453,1404
5319,6446,6680,-1092,-343,1435
5365,5554,6633,-1071,131,940
5604,5237,6762,-919,925,-6
5867,5169,6829,-761,1082,-321
6313,5062,6937,-689,1034,-345
6943,5037,6962,-593,1112,-519
7098,4901,6302,-438,1123,-685
6937,5061,5727,74,858,-932
6645,5614,5354,553,831,-1384
6554,6269,5444,847,517,-1364
6284,6866,5133,718,-209,-509
5885,6979,5020,756,-1297,541
5421,7008,4990,877,-1563,686
4895,7104,5252,795,-1521,726
4822,7175,6117,473,-1128,655
5114,6849,6885,141,-861,720
5261,5912,6737,-287,-850,1137
5720,5441,6559,-843,-458,1301
6194,5214,6785,-1061,155,906
6442,5180,6818,-1113,1132,-19
6790,5209,6715,-1063,1235,-172
7001,4997,6295,-861,1061,-200
7055,4943,5629,-872,1076,-204
6938,5282,5061,-685,1075,-390
6859,6127,5140,-331,953,-622
6267,6558,5441,216,818,-1034
5652,6556,5442,805,708,-1513
5278,6759,5239,1135,-25,-1110
5098,6901,5360,1372,-1398,26
4943,7055,5876,1276,-1500,224
4890,7109,6622,1327,-1552,225
4906,6476,7092,1143,-1512,369
