I0,I1,I2
21214,-565,-20649
18653,3955,-22608
14961,8712,-23673
10683,13224,-23907
6336,16896,-23232
1501,19940,-21441
-2998,22031,-19033
-8394,23281,-14887
-13105,23677,-10572
-17296,22959,-5663
-20493,20913,-420
-22720,18315,4405
-23978,14994,8984
-24267,11005,13262
-23912,7095,16817
-22712,2937,19775
-20398,-1518,21916
-17176,-6340,23516
-13476,-10745,24221
-9561,-14792,24353
-4842,-18174,23016
-99,-20876,20975
4706,-22671,17965
9854,-23892,14038
14363,-24180,9817
18046,-23351,5305
21070,-21462,392
22918,-18558,-4360
24102,-14899,-9203
24333,-10865,-13468
23722,-6616,-17106
22048,-1872,-20176
19643,2631,-22274
16104,7569,-23673
12065,12152,-24217
7268,16260,-23528
2409,19490,-21899
-2619,21969,-19350
-8204,23417,-15213
-13010,24085,-11075
-17028,23599,-6571
-20307,21891,-1584
-22716,19362,3354
-23908,15761,8147
-24382,11661,12721
-24019,7631,16388
-23293,3683,19610
-21648,-449,22097
-18150,-5407,23557
-13926,-10444,24370
-9487,-14647,24134
-5148,-18253,23401
-408,-21136,21544
4298,-23046,18748
9161,-24329,15168
13653,-24490,10837
17411,-23813,6402
20637,-22374,1737
22770,-19998,-2772
24250,-16442,-7808
24890,-12589,-12301
24325,-8241,-16084
23137,-3782,-19355
20988,874,-21862
17910,5721,-23631
14037,10687,-24724
9347,15010,-24357
4789,18550,-23339
226,21351,-21577
-4760,23298,-18538
-9739,24473,-14734
-14445,24564,-10119
-18385,23421,-5036
-21412,21503,-91
-23595,18735,4860
-24692,15114,9578
-24976,11195,13781
-24160,6595,17565
-22786,1971,20815
-20488,-2425,22913
-17254,-7227,24481
-13200,-11900,25100
-9120,-15716,24836
-4281,-19181,23462
243,-21895,21652
5106,-23611,18505
10246,-24750,14504
14767,-24729,9962
18591,-23916,5325
21582,-21478,-104
23607,-18364,-5243
24684,-14359,-10325
24762,-10246,-14516
23941,-5622,-18319
21961,-717,-21244
19086,4149,-23235
15147,9334,-24481
10733,13827,-24560
5820,17791,-23611
408,20893,-21301
-4974,23001,-18027
-10555,24230,-13675
-15328,24238,-8910
-19173,22774,-3601
-22126,20299,1827
-23920,17151,6769
-24791,13043,11748
-24585,8695,15890
-23442,4087,19355
-21412,-470,21882
-18319,-5432,23751
-14190,-10415,24605
-9623,-14792,24415
-4657,-18628,23285
334,-21532,21198
5350,-23372,18022
10613,-24556,13943
15006,-24605,9599
18995,-23298,4303
21932,-21301,-631
23735,-17894,-5841
24807,-13963,-10844
24601,-9706,-14895
23566,-4987,-18579
21936,-478,-21458
18756,4521,-23277
14623,9763,-24386
10180,14322,-24502
5209,18232,-23441
132,21239,-21371
-5234,23219,-17985
-10762,24374,-13612
-15468,24296,-8828
-19408,23145,-3737
-22262,20909,1353
-24036,17749,6287
-25034,14082,10952
-25018,10188,14830
-24531,6026,18505
-22666,1208,21458
-19841,-3456,23297
-16636,-8278,24914
-12486,-12894,25380
-8353,-16467,24820
-4050,-19791,23841
573,-22332,21759
5915,-24007,18092
11059,-25084,14025
15547,-24828,9281
19288,-23834,4546
22221,-21928,-293
24164,-19049,-5115
25306,-15336,-9970
25397,-11339,-14058
24663,-6595,-18068
22873,-1885,-20988
20666,2776,-23442
17015,7709,-24724
12746,12523,-25269
8485,16450,-24935
3601,20026,-23627
-1233,22390,-21157
-6587,24415,-17828
-11756,25224,-13468
-16223,25170,-8947
-19899,23788,-3889
-22745,21400,1345
-24601,18397,6204
-25521,14416,11105
-25533,10382,15151
-24704,5861,18843
-23215,1381,21834
-21070,-2957,24027
-18174,-7482,25656
-13530,-12255,25785
-9021,-16372,25393
-4446,-19985,24431
354,-22510,22156
5412,-24407,18995
10296,-25719,15423
14557,-26053,11496
18517,-25179,6662
21751,-23281,1530
24024,-20715,-3309
25682,-17358,-8324
25962,-12853,-13109
25810,-8877,-16933
24102,-3741,-20361
22308,767,-23075
18921,5886,-24807
14887,10964,-25851
10795,15246,-26041
6039,19008,-25047
1093,22023,-23116
-3848,24118,-20270
-9231,25542,-16311
-14082,25966,-11884
-18195,25377,-7182
-21672,23636,-1964
-24127,21169,2958
-25711,17815,7896
-26486,14004,12482
-26197,9615,16582
-25005,4896,20109
-23236,363,22873
-20158,-4727,24885
-16541,-9611,26152
-12667,-13979,26646
-8225,-17886,26111
-3960,-21058,25018
816,-23430,22614
6360,-25187,18827
11331,-26317,14986
15889,-26503,10614
19767,-25146,5379
22988,-23281,293
24976,-20035,-4941
26247,-16149,-10098
26523,-11830,-14693
25686,-6950,-18736
23788,-1819,-21969
21582,2916,-24498
17729,8229,-25958
13451,13117,-26568
8464,17205,-25669
3444,20938,-24382
-1678,23570,-21892
-7375,25414,-18039
-12577,26268,-13691
-17135,26206,-9071
-20988,24766,-3778
-23883,21969,1914
-25575,18319,7256
-26482,14004,12478
-26144,9351,16793
-25088,4677,20411
-23764,325,23439
-20930,-4455,25385
-17201,-9413,26614
-12449,-14161,26610
-7812,-18335,26147
-2330,-21800,24130
2961,-24114,21153
8225,-26037,17812
13208,-26692,13484
17692,-26057,8365
21557,-24490,2933
24316,-21994,-2322
26115,-18451,-7664
26911,-14227,-12684
26507,-9730,-16777
25348,-4801,-20547
23298,247,-23545
20084,5321,-25405
16042,10704,-26746
11323,15299,-26622
6360,19313,-25673
1212,22555,-23767
-4063,24836,-20773
-9862,26404,-16542
-15105,26750,-11645
-19494,25851,-6357
-22939,23722,-783
-25344,20922,4422
-26944,17518,9426
-27579,13653,13926
-27538,10011,17527
-26107,5040,21067
-24110,251,23859
-21049,-4871,25920
-17213,-9949,27162
-13220,-14350,27570
-9091,-18265,27356
-3753,-21804,25557
1134,-24329,23195
6727,-26268,19541
12098,-27447,15349
16566,-27575,11009
20513,-26598,6085
23727,-24543,816
25938,-21635,-4303
27233,-17844,-9389
28033,-13806,-14227
27604,-9384,-18220
26259,-4624,-21635
24378,127,-24505
21858,4838,-26696
17886,9924,-27810
13517,14445,-27962
8724,18719,-27443
3654,22196,-25850
-1423,24849,-23426
-7194,26804,-19610
-12238,27757,-15519
-16838,28165,-11327
-20847,26886,-6039
-24184,24861,-677
-26371,21850,4521
-27860,17980,9880
-28371,13756,14615
-28008,9347,18661
-27340,5234,22106
-25843,903,24940
-22732,-4153,26885
-18789,-9285,28074
-15159,-13773,28932
-10184,-18129,28313
-5589,-21602,27191
-540,-24733,25273
4372,-26911,22539
9627,-28177,18550
14561,-28854,14293
18900,-28342,9442
22926,-27080,4154
25632,-24288,-1344
27748,-20971,-6777
29040,-17217,-11823
29077,-13026,-16051
28458,-8237,-20221
26800,-3324,-23476
24259,1897,-26156
20736,7227,-27963
16759,12366,-29125
12263,16863,-29126
7420,20781,-28201
1996,24094,-26090
-3019,26639,-23620
-8542,28495,-19953
-14062,29126,-15064
-18942,28466,-9524
-23042,27113,-4071
-26173,24514,1659
-28161,21392,6769
-29337,17424,11913
-29477,12882,16595
-28532,7767,20765
-27080,2821,24259
-24486,-2446,26932
-20823,-7821,28644
-16607,-12750,29357
-12259,-17362,29621
-7090,-21392,28482
-1720,-24543,26263
3452,-27060,23608
9215,-28771,19556
14804,-29559,14755
19515,-28854,9339
23755,-27027,3272
26461,-24015,-2446
28590,-20352,-8238
29588,-16042,-13546
29543,-11298,-18245
27955,-5688,-22267
25958,-354,-25604
22460,5346,-27806
17919,11207,-29126
13167,16198,-29365
7474,20901,-28375
622,24539,-25161
-5403,27196,-21793
-11603,28924,-17321
-16904,29192,-12288
-21804,28029,-6225
-25352,25282,70
-27819,21780,6039
-29398,17778,11620
-29724,13228,16496
-28767,7821,20946
-26771,2227,24544
-23512,-3518,27030
-19276,-9516,28792
-14763,-14911,29674
-8773,-19762,28535
-2825,-23710,26535
2895,-26507,23612
9017,-28685,19668
14990,-29332,14342
20237,-28413,8176
24234,-26152,1918
27183,-23182,-4001
28879,-18781,-10098
29679,-14359,-15320
28875,-9083,-19792
27080,-3419,-23661
24432,2107,-26539
20134,8481,-28615
15072,14111,-29183
9603,19135,-28738
3782,23351,-27133
-2417,26301,-23884
-8963,28322,-19359
-14990,29217,-14227
-20290,28561,-8271
-24300,26445,-2145
-27319,23376,3943
-29052,19490,9562
-29724,14812,14912
-29411,9904,19507
-28017,4578,23439
-25216,-1084,26300
-21569,-6934,28503
-18174,-11880,30054
-13175,-17015,30190
-7474,-21289,28763
-1802,-24869,26671
4067,-27489,23422
10312,-29209,18897
16021,-29555,13534
20703,-28755,8052
24622,-27196,2574
27501,-24564,-2937
29555,-21268,-8287
30413,-16566,-13847
29836,-11537,-18299
29011,-6430,-22581
26829,-895,-25934
23599,4719,-28318
19346,10316,-29662
14812,15349,-30161
9306,20142,-29448
3638,24102,-27740
-2079,27126,-25047
-8699,28965,-20266
-14359,30021,-15662
-19511,30021,-10510
-23702,28248,-4546
-26919,25608,1311
-29299,22464,6835
-30376,17980,12396
-30735,13893,16842
-30017,8608,21409
-28165,3333,24832
-26123,-1707,27830
-22534,-7218,29752
-17964,-12787,30751
-12911,-17667,30578
-7309,-22052,29361
-1559,-25690,27249
4129,-28165,24036
9982,-30063,20081
15406,-30685,15279
20348,-30405,10057
24556,-28846,4290
27662,-25834,-1828
29819,-22303,-7516
30916,-17985,-12931
31020,-13398,-17622
30145,-7944,-22201
27955,-2351,-25604
25245,3052,-28297
21536,8860,-30396
16863,14326,-31189
11372,19123,-30495
6402,23252,-29654
750,26890,-27640
-5799,28936,-23137
-12036,30236,-18200
-17564,30933,-13369
-22547,29902,-7355
-26140,27493,-1353
-29015,24634,4381
-30855,20880,9975
-31494,16157,15337
-31205,11108,20097
-29539,5395,24144
-27051,-255,27306
-23817,-5973,29790
-19713,-11484,31197
-15642,-16302,31944
-10758,-20744,31502
-5040,-24597,29637
631,-27658,27027
7123,-29712,22589
13043,-31168,18125
18451,-31135,12684
23211,-29745,6534
27088,-27637,549
29687,-23970,-5717
31226,-19536,-11690
31741,-14833,-16908
30846,-8893,-21953
28747,-3056,-25691
25933,2569,-28502
22209,8522,-30731
17382,14350,-31732
11735,19292,-31027
6195,23962,-30157
-193,27447,-27254
-7090,29708,-22618
-13290,31189,-17899
-18900,31510,-12610
-23731,30108,-6377
-27538,27307,231
-30063,23392,6671
-31510,18814,12696
-31663,13827,17836
-30607,8353,22254
-29551,3349,26202
-27579,-1773,29352
-23095,-7763,30858
-18092,-13455,31547
-12969,-19024,31993
-7029,-23442,30471
-214,-27002,27216
5638,-29687,24049
11966,-31601,19635
17873,-31626,13753
23120,-30393,7273
27068,-27897,829
29869,-24279,-5590
31766,-20348,-11418
32232,-15369,-16863
31123,-9755,-21368
29947,-4112,-25835
26841,2087,-28928
21796,8633,-30429
17337,14346,-31683
12717,19824,-32541
6138,24358,-30496
-853,27534,-26681
-7726,30401,-22675
-14107,31791,-17684
-20022,31461,-11439
-24704,29856,-5152
-28524,27282,1242
-30958,23760,7198
-32455,19956,12499
-32818,15336,17482
-32162,10201,21961
-30355,4294,26061
-27497,-1394,28891
-23797,-7470,31267
-19668,-13055,32723
-15126,-17795,32921
-9471,-22464,31935
-3510,-26560,30070
2627,-29176,26549
9438,-31564,22126
15076,-32385,17309
20418,-32764,12346
24927,-31465,6538
28429,-28590,161
31011,-24972,-6039
32674,-20724,-11950
33404,-16190,-17214
33016,-11327,-21689
31614,-6010,-25604
29337,-552,-28785
26866,4607,-31473
22778,10205,-32983
17671,15753,-33424
11735,20711,-32446
6480,25133,-31613
882,28895,-29777
-5589,31094,-25505
-11921,32533,-20612
-17473,33482,-16009
-22765,33243,-10478
-26676,31424,-4748
-30038,28301,1737
-32249,24836,7413
-33693,20641,13052
-34398,16248,18150
-34035,11665,22370
-33140,7276,25864
-31502,2615,28887
-29576,-2454,32030
-25550,-8047,33597
-20224,-13497,33721
-15435,-18277,33712
-11500,-22877,34377
-6864,-27324,34188
123,-29873,29750
6270,-31296,25026
11974,-34142,22168
18315,-35437,17122
23293,-33152,9859
27200,-30937,3737
31651,-29658,-1993
33730,-25785,-7945
34212,-20695,-13517
34406,-15980,-18426
35046,-11669,-23377
34249,-6043,-28206
29444,664,-30108
23999,6950,-30949
22827,11999,-34826
23520,17762,-41282
15749,23677,-39426
-783,22914,-22131
-5445,24044,-18599
-1390,41559,-40169
-10436,48835,-38399
-19206,22976,-3770
-16883,16104,779
-36786,45358,-8572
-39154,37368,1786
-24527,16099,8428
-24927,12358,12569
-51356,26895,24461
-56005,21817,34188
-13278,-3015,16293
-1868,-8489,10357
-49545,3658,45887
-75937,-3663,79600
-65777,-14635,80412
-27220,-23599,50819
3873,-18253,14380
-15015,-36440,51455
-7148,-44121,51269
14895,-20435,5540
16834,-11566,-5268
21190,-56904,35714
34233,-56974,22741
16545,-13517,-3028
21087,-17980,-3107
56694,-50605,-6089
49739,-35619,-14120
7363,1134,-8497
25608,4838,-30446
134755,-120540,-14215
11620,-31234,19614
18162,15382,-33544
25942,-32727,6785
70,26185,-26255
-5321,27505,-22184
134706,-3097,-131609
10168,561,-10729
134714,5494,-140208
-6249,4108,2141
134648,-4034,-130614
15464,-23743,8279
81184,28483,-109667
33346,-25735,-7611
10234,15081,-25315
-387,325,62
134714,-1765,-132949
108809,33816,-142625
110508,35821,-146329
91166,53451,-144617
117682,39150,-156832
84917,52878,-137795
81745,60406,-142151
44281,63520,-107801
28846,116551,-145397
-466,18339,-17873
27715,115182,-142897
6653,44446,-51099
-37331,2136,35195
-3720,-4908,8628
23166,128877,-152043
-5519,38989,-33470
-8860,-1254,10114
17626,83395,-101021
41885,85890,-127775
61186,70710,-131896
77364,45337,-122701
83139,39034,-122173
29687,47866,-77553
-515,23368,-22853
-5952,23215,-17263
12890,12812,-25702
5469,-17106,11637
134145,19952,-154097
67497,-14338,-53159
129417,-28190,-101227
14045,-20839,6794
134747,3234,-137981
71989,-16326,-55663
56108,-58962,2854
32232,808,-33040
121712,21907,-143619
-1608,-34571,36179
7585,15617,-23202
51211,-22324,-28887
-1390,-15056,16446
58925,29378,-88303
134763,-31102,-103661
-3060,-9957,13017
-165,-6472,6637
134710,-6942,-127768
1815,13261,-15076
15266,16879,-32145
55765,-29040,-26725
4900,-7569,2669
-6360,7837,-1477
134664,-7280,-127384
25438,-35817,10379
35871,-31692,-4179
17568,-1142,-16426
33408,-45445,12037
103537,796,-104333
134780,-11855,-122925
-4046,-4661,8707
48798,13389,-62187
33618,6373,-39991
7618,3679,-11297
64399,2681,-67080
25154,-17514,-7640
14891,10366,-25257
37694,-3931,-33763
13662,2978,-16640
9751,-16,-9735
9054,-2062,-6992
33239,-8340,-24899
11141,13835,-24976
-2755,-7594,10349
75108,6183,-81291
81972,1707,-83679
-4343,1852,2491
16227,8852,-25079
-1641,-7643,9284
907,-1175,268
70166,6455,-76621
15588,-437,-15151
17391,-2326,-15065
134466,9755,-144221
134450,9083,-143533
13789,2231,-16020
-1452,10733,-9281
2008,-13051,11043
73367,6175,-79542
14495,3795,-18290
131748,21940,-153688
9277,2322,-11599
88345,-9730,-78615
3823,-33301,29478
19738,23533,-43271
-7383,8245,-862
134767,-25579,-109188
94297,-22695,-71602
5902,-40350,34448
71366,-18876,-52490
1035,-1254,219
19911,16933,-36844
16487,-33288,16801
77888,-16330,-61558
25933,-3427,-22506
8831,-12960,4129
55811,-15906,-39905
74514,3300,-77814
134751,-23793,-110958
-2079,-11327,13406
134780,-20567,-114213
2202,-41382,39180
37087,-24337,-12750
11649,16665,-28314
121836,-17609,-104227
957,-23883,22926
55807,-12989,-42818
134689,-6191,-128498
6868,-2800,-4068
21033,-38317,17284
134747,-24015,-110732
80982,2871,-83853
825,-7078,6253
30096,-28380,-1716
134734,-16487,-118247
2400,-12878,10478
19441,7148,-26589
6253,-24853,18600
119732,-8584,-111148
-5432,-4034,9466
35281,-37603,2322
20992,3807,-24799
134726,-23925,-110801
-3275,-1270,4545
134714,-15741,-118973
42495,-24787,-17708
56780,-53220,-3560
14676,-65587,50911
-6257,-7519,13776
23623,1724,-25347
22266,7268,-29534
48856,-29790,-19066
86785,-94062,7277
26070,-55893,29823
5329,-19350,14021
-31263,-81204,112467
-120495,-10609,131104
-11455,33990,-22535
-55448,25752,29696
-34810,83556,-48746
16995,1645,-18640
-29163,4409,24754
-2021,20913,-18892
5461,-25554,20093
-2615,-10324,12939
118503,-24787,-93716
64531,-113099,48568
57919,-113594,55675
10502,-107575,97073
-26639,-11050,37689
985,1600,-2585
-77908,2058,75850
-134446,29568,104878
-46666,52804,-6138
-20757,49768,-29011
9636,11488,-21124
5560,-15728,10168
132944,23384,-156328
12861,-16557,3696
134714,-35289,-99425
17679,-47025,29346
6179,-84343,78164
-55485,-52771,108256
-25022,17283,7739
-100320,101004,-684
-10098,42784,-32686
606,20134,-20740
25797,117249,-143046
50749,9029,-59778
20406,2825,-23231
87969,-38395,-49574
-5898,-22044,27942
10749,-75442,64693
87804,-2970,-84834
39855,-43964,4109
-4496,-9252,13748
-10815,-19078,29893
-30360,-2689,33049
-40684,17333,23351
-30698,35487,-4789
-1023,35334,-34311
28652,21631,-50283
59061,-34802,-24259
13695,-58950,45255
-50881,7548,43333
-32579,-6195,38774
-1229,27798,-26569
7173,-1402,-5771
117550,-19527,-98023
29324,-61672,32348
-34695,-18220,52915
-3650,13521,-9871
10036,17498,-27534
387,40247,-40634
41278,-1291,-39987
25488,-36815,11327
-28074,-18277,46351
-33057,14260,18797
-7400,16124,-8724
-4582,134965,-130383
3048,-20187,17139
26296,-22336,-3960
3667,-101132,97465
-80845,-24304,105149
-134413,23475,110938
-54276,28899,25377
-58059,84269,-26210
-33841,-2755,36596
23161,118659,-141820
59070,96450,-155520
19041,-9524,-9517
48241,-26961,-21280
-6369,-30826,37195
134747,-61615,-73132
91294,-35285,-56009
133167,-10848,-122319
134784,-4776,-130008
111486,-5981,-105505
-2046,5366,-3320
-7911,-6884,14795
10654,66841,-77495
-26098,30793,-4695
-34270,12985,21285
4591,-990,-3601
-34390,23809,10581
-18046,15448,2598
-8934,12478,-3544
-11059,16351,-5292
-9256,17320,-8064
-6604,18273,-11669
-1138,17832,-16694
4488,15774,-20262
14474,8592,-23066
22023,-882,-21141
25847,-13571,-12276
23194,-24267,1073
12441,-28639,16198
-6307,-22072,28379
-26210,-2351,28561
-33028,19395,13633
-14458,33420,-18962
13154,21532,-34686
36832,-17457,-19375
16677,-36386,19709
-27336,-13200,40536
-40359,31048,9311
13810,27674,-41484
44422,-32005,-12417
-9037,-32410,41447
-56343,19453,36890
-56830,112146,-55316
-13554,41712,-28158
38490,-33078,-5412
13748,-30071,16323
-13158,9842,3316
-22064,6723,15341
-56071,787,55284
-42640,68920,-26280
20563,14346,-34909
92214,-27616,-64598
25900,-26461,561
31865,-56203,24338
-31552,-36345,67897
-27604,22774,4830
-48547,51830,-3283
20922,5511,-26433
16978,-936,-16042
8179,-1221,-6958
134747,-94590,-40157
33499,-16838,-16661
24968,-13629,-11339
808,4644,-5452
-8654,1518,7136
-39030,-12416,51446
-85870,3081,82789
-97374,33668,63706
-18496,34068,-15572
-13703,64350,-50647
43494,-1678,-41816
4356,-19371,15015
19564,-5007,-14557
23223,-20064,-3159
-6550,-13942,20492
23722,-3304,-20418
83180,-12989,-70191
-742,-65756,66498
108367,-35619,-72748
134718,-62304,-72414
35219,-106796,71577
64057,-78284,14227
24791,-7330,-17461
136,-5919,5783
62114,-2743,-59371
-5556,-11009,16565
-8373,-5172,13545
99528,37727,-137255
92519,17114,-109633
101763,32500,-134263
112587,23966,-136553
251,7470,-7721
495,-13983,13488
120590,10060,-130650
8151,-31935,23784
100229,8047,-108276
29856,-10126,-19730
74707,-16846,-57861
62130,-12403,-49727
65632,-15959,-49673
63215,-17226,-45989
22105,-27687,5582
25839,-796,-25043
7627,-5432,-2195
7519,-18426,10907
134697,7016,-141713
-2128,-15811,17939
134701,21784,-156485
28755,-3291,-25464
6938,-6480,-458
14326,6381,-20707
93827,11170,-104997
113689,31622,-145311
41068,15485,-56553
-5044,-18117,23161
134730,11937,-146667
9586,-6777,-2809
91513,3073,-94586
-3374,-6781,10155
18694,3188,-21882
32220,13212,-45432
-1134,-4950,6084
-4851,-11958,16809
34295,-15835,-18460
134681,13954,-148635
36972,-16788,-20184
47334,-11797,-35537
59490,-20550,-38940
3048,-10135,7087
-1262,11702,-10440
-5465,-11851,17316
123952,35281,-159233
2739,12247,-14986
6199,6826,-13025
28920,-2809,-26111
1117,-23562,22445
8056,10027,-18083
38152,70137,-108289
63417,77224,-140641
51966,47928,-99894
19230,-3493,-15737
34670,-4199,-30471
55559,1419,-56978
1221,10741,-11962
-1122,6463,-5341
-2656,4863,-2207
-2858,3782,-924
-4384,-5395,9779
28437,-13711,-14726
22955,-15142,-7813
-4438,4764,-326
99231,-15015,-84216
86109,-11830,-74279
4368,-3667,-701
134734,8060,-142794
2734,-24457,21723
33565,-15109,-18456
35961,-16417,-19544
37826,-7627,-30199
31997,-8691,-23306
7284,-9578,2294
134755,-4368,-130387
-1023,-13926,14949
18273,3085,-21358
134305,6315,-140620
1163,-13237,12074
-6921,-11030,17951
23376,-11067,-12309
134677,1975,-136652
46455,-25141,-21314
73969,-16396,-57573
-6595,-10423,17018
18187,10700,-28887
23190,-2322,-20868
134664,21718,-156382
79101,26948,-106049
64020,32979,-96999
54115,43782,-97897
25608,36914,-62522
32538,-8802,-23736
-8530,5077,3453
-132,57,75
-3040,-11719,14759
8724,9087,-17811
8245,10180,-18425
8563,9248,-17811
22085,20653,-42738
8728,65059,-73787
33556,68099,-101655
37904,91727,-129631
50642,101454,-152096
51414,22935,-74349
23826,3836,-27662
5263,-6843,1580
-8353,-2310,10663
-8307,-14367,22674
-7222,-4822,12044
-2520,-6839,9359
-3555,-7400,10955
-5993,-5585,11578
-7062,-7602,14664
-3782,-8431,12213
67757,-6727,-61030
134648,8093,-142741
23714,-9669,-14045
17881,-10118,-7763
13674,-25240,11566
73264,22180,-95444
38704,-5119,-33585
-7528,2227,5301
27695,12865,-40560
122570,37479,-160049
110092,41225,-151317
82190,42825,-125015
47734,74646,-122380
64630,68792,-133422
38420,50118,-88538
27703,54978,-82681
24436,94664,-119100
9388,85185,-94573
-7115,134813,-127698
-5667,-8901,14568
-4529,41749,-37220
-779,22291,-21512
9132,-9083,-49
