I0,I1,I2
12878,-15093,2215
14726,-13798,-928
15906,-11970,-3936
16462,-9450,-7012
16351,-6657,-9694
15580,-3440,-12140
14144,12,-14156
12218,3114,-15332
9895,6265,-16160
7239,9141,-16380
4021,11682,-15703
655,13719,-14374
-2487,15134,-12647
-5680,16079,-10399
-8798,16120,-7322
-11533,15510,-3977
-13732,14136,-404
-15085,12069,3016
-15889,9586,6303
-15893,6641,9252
-15427,3452,11975
-14227,214,14013
-12172,-3205,15377
-9627,-6418,16045
-6822,-9281,16103
-3642,-11830,15472
-288,-13942,14230
2838,-15299,12461
6039,-16269,10230
8905,-16368,7463
11508,-15782,4274
13814,-14511,697
15316,-12820,-2496
16207,-10485,-5722
16508,-7767,-8741
16310,-5073,-11237
15980,-2499,-13481
14553,540,-15093
12309,3683,-15992
9520,6917,-16437
6439,9796,-16235
3064,12304,-15368
-330,14198,-13868
-3559,15390,-11831
-6987,15967,-8980
-10027,15642,-5615
-12684,14837,-2153
-14796,13497,1299
-16000,11314,4686
-16330,8563,7767
-16013,5461,10552
-15114,2182,12932
-13785,-1031,14816
-11545,-4314,15859
-8988,-7462,16450
-5861,-10271,16132
-2623,-12577,15200
878,-14495,13617
4001,-15687,11686
7247,-16244,8997
10254,-16120,5866
12861,-15233,2372
14866,-13967,-899
16050,-12049,-4001
16677,-9644,-7033
16632,-6884,-9748
15827,-3654,-12173
14532,-297,-14235
12552,2974,-15526
10267,6039,-16306
7194,9108,-16302
3819,11669,-15488
317,13781,-14098
-3114,15072,-11958
-6480,15967,-9487
-9656,15835,-6179
-12333,14544,-2211
-14289,12775,1514
-15695,10869,4826
-16050,7990,8060
-15679,4933,10746
-14784,1559,13225
-13121,-1736,14857
-10617,-5106,15723
-7903,-8126,16029
-4566,-10931,15497
-981,-13282,14263
2330,-14763,12433
5630,-15864,10234
8811,-16087,7276
11537,-15567,4030
13847,-14412,565
15345,-12647,-2698
16178,-10275,-5903
16533,-7701,-8832
16731,-5350,-11381
15386,-1938,-13448
13657,1282,-14939
11364,4475,-15839
8753,7552,-16305
5622,10415,-16037
2281,12775,-15056
-853,14544,-13691
-4310,15543,-11233
-7433,16182,-8749
-10452,15881,-5429
-12981,14709,-1728
-14854,13039,1815
-15922,10968,4954
-16227,8014,8213
-15790,4925,10865
-14693,1431,13262
-13233,-1724,14957
-10844,-5016,15860
-8089,-8122,16211
-5020,-10861,15881
-1674,-13134,14808
1315,-14701,13386
4962,-15753,10791
8155,-16108,7953
11055,-15864,4809
13501,-14825,1324
15200,-13319,-1881
16062,-10939,-5123
16409,-8200,-8209
16095,-5226,-10869
15114,-1996,-13118
13633,1171,-14804
11438,4393,-15831
8724,7433,-16157
5416,10263,-15679
2017,12696,-14713
-1200,14412,-13212
-4884,15345,-10461
-8254,15609,-7355
-11327,14891,-3564
-13604,13629,-25
-15085,11570,3515
-15893,9256,6637
-15868,6232,9636
-15081,2875,12206
-13893,-189,14082
-11793,-3543,15336
-9417,-6666,16083
-6270,-9549,15819
-2792,-12086,14878
693,-14111,13418
3691,-15254,11563
7132,-15967,8835
10106,-15691,5585
12589,-14746,2157
14544,-13332,-1212
15617,-11215,-4402
16252,-8691,-7561
16277,-6191,-10086
15914,-3333,-12581
14594,-165,-14429
12556,3040,-15596
10279,6113,-16392
7354,9079,-16433
4389,11603,-15992
1196,13785,-14981
-2017,15279,-13262
-4896,16219,-11323
-8064,16500,-8436
-10803,16203,-5400
-13204,15262,-2058
-14994,13728,1266
-16099,11809,4290
-16665,9211,7454
-16615,6327,10288
-15864,3139,12725
-14458,-169,14627
-12634,-3378,16012
-10110,-6641,16751
-7796,-9268,17064
-5119,-11826,16945
-2008,-13855,15863
957,-15394,14437
4030,-16495,12465
7066,-17131,10065
9978,-17077,7099
12486,-16471,3985
14594,-15266,672
16062,-13682,-2380
16986,-11389,-5597
17283,-8720,-8563
17048,-5861,-11187
16071,-2524,-13547
14730,573,-15303
12556,3902,-16458
10032,7012,-17044
7185,9813,-16998
3679,12403,-16082
-37,14326,-14289
-3877,15406,-11529
-7214,16017,-8803
-10560,16421,-5861
-13072,15456,-2384
-15180,14119,1061
-16252,11760,4492
-16751,8984,7767
-16495,5828,10667
-15456,2293,13163
-13897,-1122,15019
-11484,-4615,16099
-8699,-7783,16482
-5436,-10791,16227
-1782,-13266,15048
1373,-15023,13650
5007,-16120,11113
8390,-16500,8110
11397,-15996,4599
13860,-14742,882
15563,-12919,-2644
16549,-10518,-6031
16797,-7812,-8985
16326,-4615,-11711
15613,-1658,-13955
14049,1588,-15637
11401,4851,-16252
8460,8113,-16573
5077,10943,-16020
1691,13389,-15080
-1522,15043,-13521
-5127,16223,-11096
-8501,16310,-7809
-11488,15501,-4013
-14082,14454,-372
-15662,12614,3048
-16500,10114,6386
-16500,7074,9426
-15798,3696,12102
-14491,317,14174
-12461,-3180,15641
-9883,-6571,16454
-7082,-9487,16569
-3753,-12181,15934
-317,-14239,14556
2957,-15629,12672
6183,-16578,10395
9351,-16714,7363
12065,-16104,4039
14388,-15035,647
15868,-13521,-2347
16805,-11174,-5631
16982,-8278,-8704
16549,-5197,-11352
15369,-1695,-13674
13785,1542,-15327
11492,4912,-16404
8852,7986,-16838
5754,10857,-16611
2330,13233,-15563
-952,14932,-13980
-4335,16165,-11830
-7709,16619,-8910
-10745,16227,-5482
-13348,15039,-1691
-15200,13084,2116
-16302,10791,5511
-16627,7907,8720
-16260,4797,11463
-15336,1476,13860
-13583,-1909,15492
-11166,-5214,16380
-8410,-8410,16820
-5321,-11154,16475
-1777,-13509,15286
1348,-15109,13761
4838,-16322,11484
8093,-16813,8720
11022,-16429,5407
13525,-15270,1745
15398,-13773,-1625
16450,-11352,-5098
16850,-8514,-8336
16636,-5535,-11101
15934,-2503,-13431
14788,511,-15299
12507,3840,-16347
9693,7049,-16742
6455,10102,-16557
2937,12692,-15629
-598,14734,-14136
-3894,15910,-12016
-7536,16405,-8869
-10621,16137,-5516
-13348,15068,-1720
-15361,13587,1774
-16438,11364,5074
-16693,8406,8287
-16273,5209,11064
-15345,1794,13551
-13831,-1530,15361
-11413,-4925,16338
-8757,-8113,16870
-5605,-10997,16602
-2206,-13348,15554
994,-15072,14078
4508,-16240,11732
7882,-16813,8931
10852,-16520,5668
13315,-15609,2294
15307,-14425,-882
16636,-12453,-4183
17279,-10126,-7153
17048,-7053,-9995
16297,-3663,-12634
14990,-177,-14813
12985,3048,-16033
10613,6331,-16944
7557,9450,-17007
4277,12040,-16317
783,14223,-15006
-2553,15670,-13117
-5853,16644,-10791
-9046,16916,-7870
-11892,16165,-4273
-14140,14251,-111
-15745,12391,3354
-16644,9858,6786
-16652,6814,9838
-16038,3469,12569
-14808,49,14759
-12700,-3333,16033
-10085,-6633,16718
-7123,-9636,16759
-3729,-12296,16025
8,-14421,14413
3271,-15765,12494
6571,-16623,10052
9838,-16689,6851
12568,-16033,3465
14821,-14553,-268
16157,-12449,-3708
16792,-9776,-7016
16891,-6831,-10060
16058,-3436,-12622
14561,33,-14594
12469,3465,-15934
9842,6785,-16627
6765,9796,-16561
3229,12482,-15711
-309,14474,-14165
-3737,15720,-11983
-7222,16297,-9075
-10411,15996,-5585
-13257,14887,-1630
-15254,13299,1955
-16401,11013,5388
-16689,8076,8613
-16231,4888,11343
-15122,1509,13613
-13633,-1823,15456
-11162,-5304,16466
-8419,-8278,16697
-5251,-11133,16384
-1732,-13422,15154
1575,-15085,13510
5189,-16178,10989
8505,-16520,8015
11512,-16141,4629
13959,-15151,1192
15637,-13480,-2157
16594,-10964,-5630
16801,-8093,-8708
16388,-4958,-11430
15336,-1621,-13715
13785,1666,-15451
11244,5020,-16264
8468,8184,-16652
5148,11046,-16194
1716,13480,-15196
-1522,15093,-13571
-5106,16207,-11101
-8394,16685,-8291
-11327,16046,-4719
-13761,14598,-837
-15233,12375,2858
-16170,9999,6171
-16388,7037,9351
-15712,3531,12181
-14507,107,14400
-12391,-3312,15703
-9862,-6633,16495
-6612,-9710,16322
-3139,-12296,15435
470,-14437,13967
3572,-15720,12148
6971,-16557,9586
10007,-16363,6356
12577,-15456,2879
14701,-14074,-627
15959,-12016,-3943
16656,-9334,-7322
16528,-6542,-9986
15741,-3073,-12668
14503,119,-14622
12523,3366,-15889
9875,6736,-16611
6822,9652,-16474
3357,12296,-15653
-160,14330,-14170
-3353,15551,-12198
-6789,16297,-9508
-9941,16170,-6229
-12709,15279,-2570
-14709,13563,1146
-16038,11562,4476
-16553,8831,7722
-16491,5952,10539
-15543,2532,13011
-14062,-763,14825
-11933,-4166,16099
-9471,-7264,16735
-6587,-10023,16610
-3081,-12606,15687
317,-14548,14231
3403,-15794,12391
6707,-16594,9887
9846,-16623,6777
12564,-15835,3271
14701,-14656,-45
16042,-12655,-3387
16764,-10180,-6584
16887,-7412,-9475
16293,-4195,-12098
15332,-1002,-14330
13913,1980,-15893
11620,5181,-16801
8687,8258,-16945
5622,10964,-16586
2153,13266,-15419
-1089,15027,-13938
-4962,15984,-11022
-8188,16401,-8213
-11306,16108,-4802
-13798,15060,-1262
-15551,13336,2215
-16368,10980,5388
-16681,7998,8683
-16128,4764,11364
-14949,1163,13786
-13063,-2305,15368
-10498,-5766,16264
-7429,-8930,16359
-4050,-11710,15760
-453,-14033,14486
2838,-15419,12581
6282,-16396,10114
9347,-16446,7099
12185,-15683,3498
14408,-14449,41
15802,-12387,-3415
16582,-9920,-6662
16599,-7020,-9579
15889,-3634,-12255
14718,-325,-14393
12725,2941,-15666
10139,6253,-16392
6872,9400,-16272
3477,12090,-15567
-74,14223,-14149
-3089,15555,-12466
-6686,16297,-9611
-9809,16149,-6340
-12523,15237,-2714
-14652,13802,850
-15910,11570,4340
-16467,8765,7702
-16207,5729,10478
-15192,2268,12924
-13703,-1068,14771
-11418,-4541,15959
-8769,-7738,16507
-5935,-10605,16540
-2536,-12944,15480
866,-14676,13810
4013,-15885,11872
7491,-16520,9029
10428,-16368,5940
13068,-15510,2442
14994,-14198,-796
16289,-11950,-4339
16896,-9710,-7186
16780,-6769,-10011
16009,-3481,-12528
14577,-24,-14553
12692,3143,-15835
10048,6600,-16648
7441,9421,-16862
4323,11830,-16153
932,13942,-14874
-2842,15497,-12655
-6232,16339,-10107
-9194,16281,-7087
-12263,15468,-3205
-14293,14181,112
-15720,12185,3535
-16442,9557,6885
-16368,6517,9851
-15699,3139,12560
-14458,-107,14565
-12313,-3460,15773
-9334,-7090,16424
-6571,-9817,16388
-2908,-12589,15497
684,-14631,13947
3691,-15926,12235
6719,-16673,9954
9689,-16619,6930
12362,-15906,3544
14647,-14462,-185
15930,-12626,-3304
16739,-9871,-6868
16784,-7169,-9615
16442,-4504,-11938
15633,-1410,-14223
13909,1687,-15596
11236,5086,-16322
8126,8538,-16664
4941,11162,-16103
1431,13538,-14969
-1885,15118,-13233
-5383,16128,-10745
-9009,16285,-7276
-11900,15522,-3622
-14082,14495,-413
-15712,12820,2892
-16541,9982,6559
-16545,7350,9195
-15765,3531,12234
-14594,169,14425
-12791,-2908,15699
-10349,-6253,16602
-7301,-9590,16891
-4228,-12164,16392
-1072,-14136,15208
2561,-15724,13163
5634,-16603,10969
8600,-16970,8370
11372,-16516,5144
13963,-15510,1547
15860,-14355,-1505
16834,-12544,-4290
17333,-9813,-7520
17102,-6752,-10350
16421,-3700,-12721
15167,-453,-14714
13051,3205,-16256
10725,6393,-17118
7911,9347,-17258
4813,11710,-16523
1084,14181,-15265
-2087,15666,-13579
-5473,16702,-11229
-8386,17040,-8654
-11632,16128,-4496
-13987,14313,-326
-15831,12787,3044
-16792,10741,6051
-16945,7647,9298
-16483,4450,12033
-15378,1076,14302
-13699,-2206,15905
-10923,-5841,16764
-8258,-8608,16866
-4587,-11743,16330
-882,-14004,14886
2198,-15336,13138
5548,-16549,11001
9202,-16813,7611
12061,-16207,4146
14441,-14920,479
15972,-13039,-2933
16805,-10378,-6427
16966,-7577,-9389
16330,-4228,-12102
14944,-693,-14251
12915,2714,-15629
10329,6150,-16479
7284,9277,-16561
3836,12020,-15856
-12,14214,-14202
-3675,15287,-11612
-7284,15769,-8485
-10679,15926,-5247
-13443,14784,-1341
-15357,13216,2141
-16347,10803,5544
-16590,7821,8769
-16087,4554,11533
-14845,1068,13777
-13228,-2343,15571
-10683,-5754,16437
-7792,-8769,16561
-4603,-11587,16190
-1105,-13851,14956
2219,-15460,13241
5663,-16339,10676
8901,-16611,7710
11822,-16120,4298
14231,-15118,887
15881,-13711,-2170
16693,-11364,-5329
16805,-8344,-8461
16483,-5292,-11191
15485,-1839,-13646
13942,1377,-15319
11492,4855,-16347
8637,8031,-16668
5350,10939,-16289
1901,13377,-15278
-1216,15064,-13848
-4962,16219,-11257
-8138,16731,-8593
-11088,16256,-5168
-13604,14903,-1299
-15208,12713,2495
-16260,10489,5771
-16607,7557,9050
-16000,4199,11801
-15027,874,14153
-13162,-2499,15661
-10852,-5696,16548
-8039,-8802,16841
-4657,-11512,16169
-1254,-13843,15097
2000,-15419,13419
5288,-16438,11150
8625,-16648,8023
11467,-16104,4637
13785,-15039,1254
15514,-13340,-2174
16500,-10852,-5648
16731,-7882,-8849
16359,-4805,-11554
15192,-1423,-13769
13464,1942,-15406
11096,5209,-16305
8212,8377,-16589
4912,11133,-16045
1505,13538,-15043
-1876,15081,-13205
-5572,15947,-10375
-8951,15708,-6757
-11966,15221,-3255
-14400,13624,776
-15819,11867,3952
-16413,9108,7305
-16396,6195,10201
-15547,2796,12751
-14095,-540,14635
-11987,-4021,16008
-9388,-7235,16623
-6418,-10060,16478
-2850,-12655,15505
693,-14524,13831
3733,-15778,12045
7144,-16619,9475
10213,-16512,6299
12766,-15613,2847
14854,-14338,-516
16161,-12284,-3877
16850,-9900,-6950
16904,-7140,-9764
16306,-3968,-12338
15114,-746,-14368
13472,2371,-15843
10881,5709,-16590
8019,8740,-16759
4789,11500,-16289
1282,13707,-14989
-2046,15332,-13286
-5535,16269,-10734
-8798,16603,-7805
-11677,16046,-4369
-14074,15006,-932
-15749,13146,2603
-16541,10671,5870
-16751,7779,8972
-16198,4521,11677
-15010,1080,13930
-13150,-2367,15517
-10778,-5696,16474
-7841,-8815,16656
-4636,-11554,16190
-1068,-13934,15002
2079,-15406,13327
5420,-16442,11022
8575,-16751,8176
11413,-16306,4893
13855,-15270,1415
15522,-13571,-1951
16541,-11199,-5342
16900,-8357,-8543
16524,-5317,-11207
15559,-1959,-13600
13950,1353,-15303
11669,4607,-16276
8778,7899,-16677
5544,10745,-16289
1992,13187,-15179
-1126,14874,-13748
-4603,16058,-11455
-8303,16153,-7850
-11145,15122,-3977
-13983,14342,-359
-15588,12387,3201
-16413,9879,6534
-16401,6859,9542
-15633,3349,12284
-14218,-61,14279
-12127,-3535,15662
-9421,-6934,16355
-6496,-9821,16317
-3135,-12391,15526
536,-14363,13827
3630,-15609,11979
7049,-16343,9294
10205,-16227,6022
12841,-15332,2491
14866,-13888,-978
16165,-11834,-4331
16685,-9273,-7412
16483,-6195,-10288
15629,-2887,-12742
14086,507,-14593
12078,3762,-15840
9660,6892,-16552
6798,9788,-16586
3180,12321,-15501
-363,14231,-13868
-3630,15576,-11946
-7115,16190,-9075
-10197,15947,-5750
-12894,14911,-2017
-14854,13381,1473
-16038,11178,4860
-16355,8287,8068
-16054,5205,10849
-15122,1823,13299
-13600,-1423,15023
-11191,-4801,15992
-8485,-7977,16462
-5300,-10873,16173
-1827,-13307,15134
1221,-14944,13723
4706,-16120,11414
7821,-16751,8930
10716,-16458,5742
13063,-15415,2352
15056,-13942,-1114
16153,-11748,-4405
16710,-9095,-7615
16648,-6402,-10246
16194,-3370,-12824
15175,-350,-14825
13068,2879,-15947
10456,6175,-16631
7536,9235,-16771
4129,11941,-16070
730,14041,-14771
-2582,15514,-12932
-5783,16401,-10618
-8934,16623,-7689
-11739,15984,-4245
-14099,14722,-623
-15708,12969,2739
-16512,10353,6159
-16359,7231,9128
-15790,3774,12016
-14812,486,14326
-12771,-2982,15753
-10423,-6237,16660
-7590,-9285,16875
-4549,-11859,16408
-998,-14029,15027
2231,-15427,13196
5568,-16417,10849
8728,-16797,8069
11537,-16256,4719
13926,-15332,1406
15703,-13835,-1868
16776,-11628,-5148
17164,-9025,-8139
16858,-5927,-10931
15972,-2644,-13328
14474,697,-15171
12412,3836,-16248
10106,6979,-17085
6991,9941,-16932
3580,12375,-15955
12,14412,-14424
-3258,15753,-12495
-6517,16706,-10189
-9887,16652,-6765
-12622,15299,-2677
-14660,13657,1003
-16240,11789,4451
-16792,9091,7701
-16549,6039,10510
-15761,2615,13146
-14429,-598,15027
-12160,-4021,16181
-9450,-7260,16710
-6307,-10201,16508
-2710,-12890,15600
853,-14701,13848
4166,-16038,11872
7515,-16825,9310
10593,-16528,5935
13167,-15720,2553
15130,-14227,-903
16372,-12020,-4352
16920,-9438,-7482
16867,-6542,-10325
16091,-3225,-12866
14676,119,-14795
12469,3477,-15946
9805,6793,-16598
6732,9854,-16586
3304,12436,-15740
-396,14606,-14210
-3592,15753,-12161
-7148,16368,-9220
-10300,16231,-5931
-13014,15204,-2190
-15052,13534,1518
-16198,11273,4925
-16446,8324,8122
-15984,5061,10923
-14907,1443,13464
-13216,-2000,15216
-10531,-5556,16087
-7821,-8646,16467
-4323,-11517,15840
-763,-13909,14672
2508,-15406,12898
5964,-16277,10313
9219,-16504,7285
12028,-16033,4005
14396,-14829,433
15901,-13171,-2730
16689,-10634,-6055
16850,-7738,-9112
16335,-4595,-11740
15349,-1299,-14050
13839,1769,-15608
11385,5119,-16504
8608,8167,-16775
5341,11042,-16383
1934,13373,-15307
-1122,15118,-13996
-4681,16178,-11497
-8002,16722,-8720
-10927,16355,-5428
-13480,14899,-1419
-15122,12709,2413
-16198,10527,5671
-16685,7705,8980
-16128,4426,11702
-15138,1080,14058
-13282,-2322,15604
-10976,-5527,16503
-8027,-8633,16660
-4636,-11446,16082
-1175,-13810,14985
2041,-15402,13361
5436,-16467,11031
8621,-16722,8101
11529,-16178,4649
13930,-14965,1035
15588,-13426,-2162
16627,-11038,-5589
16863,-8283,-8580
16454,-5176,-11278
15349,-1782,-13567
13756,1447,-15203
11496,4793,-16289
8732,7944,-16676
5383,10861,-16244
1835,13323,-15158
-1406,14911,-13505
-5119,15955,-10836
-8580,15893,-7313
-11628,15477,-3849
-14095,14111,-16
-15604,12313,3291
-16396,9685,6711
-16396,6793,9603
-15724,3382,12342
-14330,-90,14420
-12144,-3576,15720
-9466,-6859,16325
-6344,-9825,16169
-2747,-12474,15221
812,-14462,13650
4038,-15662,11624
7400,-16454,9054
10473,-16273,5800
13051,-15246,2195
14973,-13732,-1241
16137,-11504,-4633
16636,-8893,-7743
16500,-6001,-10499
15790,-2842,-12948
14647,247,-14894
12861,3361,-16222
10052,6567,-16619
7128,9442,-16570
3733,12102,-15835
284,14132,-14416
-3085,15551,-12466
-6480,16285,-9805
-9570,16392,-6822
-12309,15588,-3279
-14565,14276,289
-15860,12205,3655
-16491,9570,6921
-16442,6567,9875
-15654,3073,12581
-14280,-309,14589
-12090,-3733,15823
-9458,-7008,16466
-6463,-10027,16490
-3159,-12552,15711
243,-14594,14351
3374,-15852,12478
6641,-16656,10015
9590,-16776,7186
12247,-15992,3745
14528,-14812,284
15831,-12886,-2945
16764,-10576,-6188
16978,-7808,-9170
16561,-4859,-11702
15873,-1889,-13984
14190,1320,-15510
11673,4591,-16264
8761,7882,-16643
5453,10725,-16178
1955,13179,-15134
-1225,14891,-13666
-4702,16066,-11364
-8406,16042,-7636
-11253,15258,-4005
-14058,14454,-396
-15592,12581,3011
-16417,10036,6381
-16434,7103,9331
-15712,3663,12049
-14400,231,14169
-12284,-3304,15588
-9644,-6587,16231
-6674,-9598,16272
-3168,-12185,15353
449,-14264,13815
3753,-15633,11880
7128,-16231,9103
10234,-16161,5927
12952,-15171,2219
14845,-13761,-1084
16095,-11649,-4446
16582,-8992,-7590
16384,-5981,-10403
15423,-2499,-12924
13847,882,-14729
11842,4116,-15958
9413,7161,-16574
6439,10069,-16508
2953,12540,-15493
-486,14416,-13930
-3819,15637,-11818
-7243,16306,-9063
-10382,15980,-5598
-12936,15006,-2070
-14957,13340,1617
-15947,11125,4822
-16318,8196,8122
-15984,5044,10940
-15089,1720,13369
-13418,-1691,15109
-11112,-5020,16132
-8266,-8229,16495
-5230,-11042,16272
-1893,-13356,15249
1134,-14986,13852
4541,-16289,11748
7590,-16941,9351
10461,-16751,6290
12903,-15720,2817
14808,-14293,-515
16066,-12284,-3782
16706,-9759,-6947
16759,-6967,-9792
16339,-3993,-12346
15505,-998,-14507
13715,2112,-15827
11092,5445,-16537
8233,8542,-16775
4937,11364,-16301
1497,13596,-15093
-1757,15258,-13501
-5139,16236,-11097
-8398,16454,-8056
-11323,15889,-4566
-13740,14631,-891
-15621,13068,2553
-16500,10634,5866
-16582,7565,9017
-16042,4306,11736
-14990,928,14062
-13142,-2433,15575
-10824,-5704,16528
-7986,-8864,16850
-4719,-11533,16252
-1365,-13695,15060
1897,-15274,13377
5296,-16244,10948
8604,-16599,7995
11508,-16165,4657
13963,-15109,1146
15625,-13542,-2083
16685,-11182,-5503
16908,-8398,-8510
16582,-5288,-11294
15493,-1864,-13629
13855,1427,-15282
11649,4690,-16339
9087,7796,-16883
5758,10712,-16470
2359,13030,-15389
-866,14779,-13913
-4554,16050,-11496
-7746,16702,-8956
-10848,16277,-5429
-13443,14759,-1316
-15200,12936,2264
-16454,10819,5635
-16710,7874,8836
-16314,4731,11583
-15345,1526,13819
-13802,-1753,15555
-11422,-5044,16466
-8662,-8188,16850
-5440,-10976,16416
-1749,-13426,15175
1419,-15031,13612
4954,-16297,11343
8167,-16883,8716
11042,-16599,5557
13579,-15580,2001
15357,-13979,-1378
16528,-11756,-4772
16957,-9186,-7771
17036,-6468,-10568
16207,-3234,-12973
14730,152,-14882
12672,3489,-16161
9949,6855,-16804
6991,9854,-16845
3605,12515,-16120
140,14557,-14697
-3052,15823,-12771
-6496,16574,-10078
-9557,16772,-7215
-12395,15877,-3482
-14524,14421,103
-15976,12391,3585
-16640,9685,6955
-16475,6501,9974
-15580,2904,12676
-14280,-519,14799
-12012,-4071,16083
-9289,-7359,16648
-6212,-10324,16536
-2734,-12861,15595
816,-14858,14042
3869,-15955,12086
7367,-16599,9232
10419,-16545,6126
13092,-15621,2529
15114,-14330,-784
16359,-12053,-4306
16834,-9273,-7561
16656,-6220,-10436
15757,-2833,-12924
14396,536,-14932
12205,3898,-16103
9532,7173,-16705
6303,10118,-16421
2998,12626,-15624
-548,14590,-14042
-3943,15939,-11996
-7301,16495,-9194
-10527,16137,-5610
-13158,14701,-1543
-15118,12762,2356
-16273,10720,5553
-16784,8002,8782
-16347,4739,11608
-15518,1662,13856
-13954,-1600,15554
-11607,-4834,16441
-8959,-7986,16945
-5440,-10770,16210
-1959,-13253,15212
1237,-15093,13856
4772,-16330,11558
8097,-16788,8691
11022,-16405,5383
13600,-15307,1707
15369,-13806,-1563
16483,-11488,-4995
16966,-8802,-8164
16644,-5770,-10874
15811,-2561,-13250
14400,738,-15138
12267,3943,-16210
9689,7210,-16899
6397,10201,-16598
2994,12791,-15785
-462,14771,-14309
-3675,15980,-12305
-7214,16533,-9319
-10250,16330,-6080
-12952,15324,-2372
-14932,13563,1369
-16145,11467,4678
-16528,8538,7990
-16330,5403,10927
-15229,1823,13406
-13468,-1604,15072
-11079,-5189,16268
-8179,-8419,16598
-4756,-11290,16046
-1204,-13596,14800
1967,-15196,13229
5416,-16269,10853
8736,-16685,7949
11533,-16161,4628
13831,-14969,1138
15477,-13220,-2257
16467,-10815,-5652
16673,-7891,-8782
16248,-4710,-11538
15068,-1216,-13852
13649,1864,-15513
11372,5185,-16557
8551,8217,-16768
5189,11022,-16211
1819,13274,-15093
-1410,14932,-13522
-5321,15959,-10638
-8514,16318,-7804
-11525,15654,-4129
-13967,14639,-672
-15670,12787,2883
-16467,10230,6237
-16656,7326,9330
-16029,3955,12074
-14812,610,14202
-12841,-2838,15679
-10399,-6067,16466
-7656,-9009,16665
-4417,-11715,16132
-907,-13938,14845
2351,-15431,13080
5667,-16368,10701
8918,-16553,7635
11793,-16050,4257
14198,-14837,639
15753,-13006,-2747
16747,-10712,-6035
16966,-7920,-9046
16706,-5069,-11637
16244,-2355,-13889
14515,957,-15472
12053,4219,-16272
9231,7486,-16717
5902,10436,-16338
2503,13002,-15505
-701,14883,-14182
-4141,16182,-12041
-7627,16627,-9000
-10679,16108,-5429
-13377,15163,-1786
-15307,13583,1724
-16302,11294,5008
-16594,8402,8192
-16190,5139,11051
-15130,1633,13497
-13356,-1815,15171
-10807,-5337,16144
-7986,-8534,16520
-4640,-11385,16025
-948,-13736,14684
2231,-15382,13151
5717,-16376,10659
8955,-16603,7648
11814,-15984,4170
14095,-14817,722
15708,-13179,-2529
16652,-10923,-5729
16784,-7932,-8852
16289,-4892,-11397
15019,-1196,-13823
13216,2087,-15303
10881,5416,-16297
8171,8538,-16709
4917,11302,-16219
1452,13587,-15039
-1876,15138,-13262
-5308,16318,-11010
-8608,16508,-7900
-11442,15926,-4484
-13950,14598,-648
-15468,12651,2817
-16376,10188,6188
-16417,7161,9256
-15910,3823,12087
-14742,449,14293
-12688,-2928,15616
-10027,-6319,16346
-7214,-9367,16581
-3943,-12012,15955
-441,-14198,14639
2747,-15571,12824
6006,-16582,10576
9116,-16850,7734
11863,-16186,4323
14070,-14878,808
15683,-13072,-2611
16660,-10601,-6059
16949,-7899,-9050
16813,-5143,-11670
16656,-2619,-14037
15043,552,-15595
12593,3869,-16462
9908,7095,-17003
7004,9990,-16994
3601,12585,-16186
173,14664,-14837
-2974,16033,-13059
-6121,16912,-10791
-9256,17044,-7788
-12098,16462,-4364
-14375,15250,-875
-16042,13558,2484
-16978,11145,5833
-17032,8076,8956
-16603,4879,11724
-15670,1464,14206
-14148,-1716,15864
-11706,-5086,16792
-9153,-8278,17431
-6034,-11121,17155
-2916,-13505,16421
486,-15373,14887
3588,-16467,12879
6777,-17316,10539
10048,-17329,7281
12721,-16751,4030
14895,-15695,800
16504,-13996,-2508
17419,-11855,-5564
17696,-9141,-8555
17349,-5997,-11352
16520,-2825,-13695
14949,676,-15625
12795,4096,-16891
10217,7297,-17514
6983,10337,-17320
3514,12911,-16425
-144,14990,-14846
-3559,16256,-12697
-7024,17213,-10189
-10197,17217,-7020
-12931,16042,-3111
-15155,14206,949
-16594,12350,4244
-17308,9594,7714
-17081,6447,10634
-16380,2965,13415
-14961,-420,15381
-12832,-3865,16697
-9978,-7288,17266
-6888,-10316,17204
-3361,-13059,16420
309,-15097,14788
3514,-16429,12915
6905,-17391,10486
10073,-17506,7433
12808,-16842,4034
15085,-15584,499
16553,-13620,-2933
17440,-11224,-6216
17659,-8192,-9467
17465,-5205,-12260
16351,-1835,-14516
14586,1476,-16062
12160,4974,-17134
9400,8196,-17596
6249,11141,-17390
2635,13711,-16346
-664,15551,-14887
-4285,16656,-12371
-7816,17316,-9500
-11001,17065,-6064
-13789,15844,-2055
-15881,14177,1704
-17081,11921,5160
-17419,8901,8518
-17032,5515,11517
-15943,1905,14038
-14359,-1542,15901
-11830,-5143,16973
-8976,-8402,17378
-5754,-11372,17126
-2025,-13888,15913
1122,-15642,14520
4830,-16838,12008
8328,-17304,8976
11611,-16982,5371
14173,-16108,1935
16112,-14429,-1683
17135,-11937,-5198
17485,-8976,-8509
17221,-5832,-11389
16099,-2190,-13909
14511,1204,-15715
12119,4673,-16792
9120,8142,-17262
5733,11088,-16821
2079,13678,-15757
-1443,15485,-14042
-5271,16516,-11245
-9025,16755,-7730
-12189,15988,-3799
-14668,14425,243
-16215,12300,3915
-17139,9784,7355
-17069,6616,10453
-16339,3052,13287
-15204,-86,15290
