I0,I1,I2
-4719,2631,2088
-4038,594,3444
-2953,-3357,6310
-1526,-3823,5349
1377,-4389,3012
3555,-4508,953
4236,-4071,-165
4978,-3386,-1592
4591,-1658,-2933
3753,1377,-5130
2400,3671,-6071
556,4178,-4734
-2776,4661,-1885
-3980,4529,-549
-4892,3964,928
-5131,2912,2219
-4475,812,3663
-3234,-3634,6868
-1802,-3939,5741
99,-4611,4512
3481,-4780,1299
4232,-4384,152
4945,-3696,-1249
4826,-2128,-2698
4054,272,-4326
2796,3543,-6339
928,4120,-5048
-3922,4343,-421
-3621,4455,-834
-4793,4050,743
-4974,2895,2079
-4265,891,3374
-3304,-3865,7169
-1703,-3753,5456
-222,-4380,4602
3180,-4426,1246
4063,-3984,-79
4760,-3267,-1493
4591,-1773,-2818
3770,1113,-4883
2297,3564,-5861
511,4079,-4590
-2904,4529,-1625
-3795,4261,-466
-4772,3811,961
-4945,2644,2301
-4178,635,3543
-3102,-3341,6443
-1600,-3935,5535
585,-4397,3812
3605,-4607,1002
4261,-4252,-9
5016,-3481,-1535
4756,-1876,-2880
3906,911,-4817
2541,3724,-6265
742,4269,-5011
-3196,4595,-1399
-3960,4644,-684
-4958,4067,891
-5181,2965,2216
-4624,998,3626
-3481,-3716,7197
-1909,-3836,5745
-239,-4578,4817
3229,-4772,1543
4178,-4318,140
4937,-3679,-1258
4954,-2231,-2723
4199,16,-4215
2772,3609,-6381
1002,4351,-5353
-3823,4752,-929
-3922,4896,-974
-5090,4483,607
-5610,3415,2195
-5263,1579,3684
-4611,-2866,7477
-3139,-4112,7251
-985,-4743,5728
4017,-5016,999
4034,-5189,1155
5263,-4698,-565
5684,-3489,-2195
5127,-1340,-3787
4240,4104,-8344
2409,4302,-6711
354,5011,-5365
-3163,5498,-2335
-4525,5201,-676
-5630,4591,1039
-5911,3308,2603
-5115,895,4220
-3914,-3889,7803
-2116,-4273,6389
-358,-5168,5526
3432,-5329,1897
4620,-4921,301
5560,-4182,-1378
5647,-2590,-3057
4735,-185,-4550
3271,3646,-6917
1332,4591,-5923
-4034,5032,-998
-3964,5271,-1307
-5242,4756,486
-5832,3770,2062
-5218,1658,3560
-4252,-3316,7568
-2442,-4100,6542
-519,-4950,5469
3225,-5251,2026
4500,-4999,499
5436,-4343,-1093
5556,-2829,-2727
4801,-503,-4298
3229,3741,-6970
1480,4430,-5910
-3526,4987,-1461
-3852,5288,-1436
-5024,4714,310
-5589,3687,1902
-5003,1654,3349
-4145,-3308,7453
-2437,-4030,6467
-445,-4785,5230
3102,-5143,2041
4372,-4731,359
5292,-4120,-1172
5350,-2512,-2838
4549,-169,-4380
3073,3741,-6814
1212,4512,-5724
-3976,4991,-1015
-3984,5280,-1296
-5185,4698,487
-5754,3613,2141
-5288,1629,3659
-4257,-3638,7895
-2450,-4207,6657
-511,-4962,5473
3130,-5387,2257
4516,-5176,660
5548,-4380,-1168
5676,-2941,-2735
4822,-474,-4348
3518,3580,-7098
1716,4591,-6307
-2058,5251,-3193
-4005,5461,-1456
-5168,5102,66
-6022,4232,1790
-5874,2223,3651
-4830,-820,5650
-3324,-4191,7515
-1353,-4983,6336
3799,-5605,1806
4257,-5758,1501
5424,-5086,-338
6146,-4009,-2137
5783,-1926,-3857
4661,2499,-7160
2743,4327,-7070
589,5193,-5782
-3118,5766,-2648
-4706,5597,-891
-5923,4888,1035
-6191,3432,2759
-5370,866,4504
-4116,-3861,7977
-2095,-4628,6723
66,-5440,5374
3927,-5816,1889
5065,-5403,338
6039,-4521,-1518
6072,-2747,-3325
5131,-214,-4917
3432,3922,-7354
1394,4991,-6385
-4252,5527,-1275
-4339,5832,-1493
-5766,5234,532
-6360,4087,2273
-5977,1885,4092
-4752,-3522,8274
-2941,-4417,7358
-556,-5383,5939
3229,-5981,2752
4826,-5861,1035
5997,-5127,-870
6336,-3531,-2805
5552,-1002,-4550
4302,4092,-8394
2099,4834,-6933
-433,5663,-5230
-4087,5952,-1865
-5255,5527,-272
-6294,4595,1699
-6117,2652,3465
-5168,-82,5250
-3547,-4092,7639
-1212,-5057,6269
4224,-5601,1377
4384,-5775,1391
5758,-5127,-631
6241,-3795,-2446
5374,-1237,-4137
4405,4224,-8629
2334,4525,-6859
57,5490,-5547
-3782,5832,-2050
-5061,5259,-198
-6084,4500,1584
-6080,2553,3527
-5090,-391,5481
-3386,-4075,7461
-1216,-4991,6207
4318,-5544,1226
4442,-5742,1300
5746,-5102,-644
6319,-3774,-2545
5626,-1398,-4228
4496,4215,-8711
2355,4566,-6921
24,5453,-5477
-3790,5898,-2108
-5090,5412,-322
-6199,4570,1629
-6063,2565,3498
-5106,12,5094
-3522,-3955,7477
-1274,-4962,6236
4186,-5515,1329
4384,-5655,1271
5651,-5044,-607
6171,-3852,-2319
5568,-1435,-4133
4384,4199,-8583
2260,4533,-6793
-127,5362,-5235
-3898,5717,-1819
-5090,5271,-181
-6034,4368,1666
-5919,2355,3564
-4884,-693,5577
-3324,-4087,7411
-994,-4983,5977
3984,-5465,1481
4405,-5539,1134
5556,-4912,-644
5923,-3403,-2520
5094,-903,-4191
3700,4034,-7734
1674,4599,-6273
-3011,5292,-2281
-4071,5630,-1559
-5370,5044,326
-6146,3918,2228
-5799,1881,3918
-4743,-3176,7919
-2899,-4417,7316
-684,-5209,5893
3555,-5770,2215
4661,-5799,1138
5882,-4974,-908
6175,-3399,-2776
5300,-820,-4480
4021,3914,-7935
2013,4776,-6789
-1014,5630,-4616
-4141,5919,-1778
-5296,5445,-149
-6298,4455,1843
-6121,2487,3634
-5065,-371,5436
-3403,-4166,7569
-1287,-4991,6278
4224,-5494,1270
4397,-5614,1217
5688,-4941,-747
6084,-3601,-2483
5424,-1117,-4307
4030,4211,-8241
1930,4574,-6504
-961,5440,-4479
-4059,5733,-1674
-5168,5201,-33
-6047,4153,1894
-5775,2182,3593
-4809,-1105,5914
-3073,-4145,7218
-738,-5011,5749
3861,-5465,1604
4615,-5346,731
5762,-4739,-1023
5927,-3056,-2871
5057,-499,-4558
3588,3782,-7370
1662,4764,-6426
-3192,5498,-2306
-4269,5861,-1592
-5502,5263,239
-6253,4137,2116
-6092,2227,3865
-4892,-1674,6566
-3271,-4277,7548
-866,-5197,6063
3729,-5849,2120
4723,-5857,1134
5935,-5065,-870
6253,-3518,-2735
5605,-1018,-4587
4211,4211,-8422
2091,4797,-6888
-1497,5667,-5111
-4054,5886,-1832
-5300,5445,-145
-6195,4570,1625
-6034,2586,3448
-5040,-647,5687
-3262,-4261,7523
-1093,-5003,6096
4162,-5605,1443
4574,-5742,1168
5923,-4999,-924
6138,-3448,-2690
5288,-754,-4534
4310,4203,-8513
1988,4739,-6727
-140,5527,-5387
-3906,5869,-1963
-5139,5346,-207
-6133,4521,1612
-6109,2536,3573
-5102,-127,5229
-3419,-4108,7527
-1142,-5127,6269
4318,-5659,1341
4570,-5845,1275
5816,-5197,-619
6463,-3580,-2883
5816,-1394,-4422
4521,4294,-8815
2318,4636,-6954
189,5548,-5737
-3634,5902,-2268
-5139,5473,-334
-6270,4537,1733
-6187,2607,3580
-5230,165,5065
-3667,-3988,7655
-1509,-5044,6553
4302,-5663,1361
4549,-5845,1296
5737,-5275,-462
6414,-3770,-2644
5956,-1786,-4170
4492,4285,-8777
2297,4640,-6937
400,5445,-5845
-3502,5915,-2413
-5061,5511,-450
-6096,4772,1324
-6142,2891,3251
-5007,-284,5291
-3576,-3889,7465
-1093,-5053,6146
4203,-5539,1336
4417,-5709,1292
5663,-5156,-507
6249,-3803,-2446
5544,-1394,-4150
4347,4207,-8554
2252,4541,-6793
28,5457,-5485
-3807,5803,-1996
-4987,5247,-260
-5940,4252,1688
-5824,2182,3642
-4896,-548,5444
-3048,-4294,7342
-647,-5172,5819
3848,-5610,1762
4467,-5671,1204
5878,-4846,-1032
6096,-3452,-2644
5284,-907,-4377
4021,4071,-8092
1835,4826,-6661
-2462,5519,-3057
-4162,5824,-1662
-5436,5350,86
-6290,4488,1802
-6121,2099,4022
-5044,-1819,6863
-3366,-4277,7643
-994,-5209,6203
4207,-5812,1605
4558,-5799,1241
5721,-5143,-578
6261,-3531,-2730
5527,-1089,-4438
4182,4199,-8381
2021,4628,-6649
-528,5478,-4950
-4067,5832,-1765
-5288,5185,103
-6109,4182,1927
-5878,2169,3709
-4863,-1757,6620
-3089,-4281,7370
-783,-5044,5827
3349,-5601,2252
4661,-5589,928
5865,-4937,-928
6043,-3304,-2739
5152,-730,-4422
3803,3939,-7742
1798,4731,-6529
-2446,5473,-3027
-4145,5713,-1568
-5490,5172,318
-6204,4083,2121
-5894,1934,3960
-4702,-3040,7742
-2858,-4298,7156
-577,-5193,5770
3234,-5779,2545
4752,-5618,866
5865,-4822,-1043
6063,-3283,-2780
5275,-561,-4714
3741,3931,-7672
1637,4954,-6591
-3295,5630,-2335
-4191,5861,-1670
-5593,5329,264
-6385,4141,2244
-5894,2046,3848
-4954,-2029,6983
-3192,-4384,7576
-886,-5197,6083
3716,-5696,1980
4525,-5688,1163
5890,-5069,-821
6125,-3465,-2660
5275,-804,-4471
4042,3980,-8022
1881,4805,-6686
-1340,5614,-4274
-4236,5849,-1613
-5379,5275,104
-6257,4265,1992
-6080,2314,3766
-4970,-1229,6199
-3271,-4310,7581
-998,-5119,6117
4273,-5634,1361
4533,-5729,1196
5927,-5061,-866
6323,-3510,-2813
5473,-981,-4492
4203,4104,-8307
2107,4747,-6854
-981,5610,-4629
-4083,5898,-1815
-5308,5416,-108
-6294,4455,1839
-6067,2433,3634
-5098,-383,5481
-3456,-4149,7605
-1138,-5082,6220
4244,-5589,1345
4475,-5709,1234
5886,-5119,-767
6195,-3650,-2545
5482,-1097,-4385
4153,4244,-8397
1918,4677,-6595
-882,5490,-4608
-4186,5853,-1667
-5267,5337,-70
-6224,4351,1873
-5993,2318,3675
-4962,-952,5914
-3225,-4203,7428
-924,-5057,5981
4096,-5577,1481
4525,-5577,1052
5737,-5044,-693
6076,-3415,-2661
5218,-886,-4332
3856,4001,-7857
1732,4710,-6442
-2198,5424,-3226
-4166,5692,-1526
-5275,5011,264
-6026,4026,2000
-5671,1930,3741
-4673,-2965,7638
-2726,-4343,7069
-486,-5110,5596
3279,-5564,2285
4657,-5300,643
5725,-4508,-1217
5799,-2838,-2961
4838,-210,-4628
3493,3877,-7370
1299,4912,-6211
-4178,5379,-1201
-4290,5601,-1311
-5634,5053,581
-6232,3852,2380
-5614,1509,4105
-4500,-4133,8633
-2557,-4525,7082
-396,-5370,5766
3432,-5882,2450
4892,-5490,598
6030,-4764,-1266
6331,-3089,-3242
5445,-387,-5058
3762,3861,-7623
1777,4954,-6731
-2380,5795,-3415
-4199,6121,-1922
-5473,5337,136
-6307,4351,1956
-6018,2272,3746
-4945,-1229,6174
-3304,-4228,7532
-742,-5077,5819
3869,-5548,1679
4624,-5544,920
5775,-4859,-916
5865,-3126,-2739
4871,-424,-4447
3572,3663,-7235
1625,4706,-6331
-3229,5300,-2071
-4129,5581,-1452
-5531,4974,557
-6063,3927,2136
-5638,1716,3922
-4541,-3931,8472
-2545,-4360,6905
-276,-5242,5518
3423,-5812,2389
4879,-5453,574
5919,-4615,-1304
5927,-2899,-3028
5148,-305,-4843
3564,3795,-7359
1489,4925,-6414
-3852,5539,-1687
-4252,5725,-1473
-5655,5185,470
-6331,4017,2314
-5820,1806,4014
-4818,-3473,8291
-2813,-4521,7334
-540,-5399,5939
3349,-5952,2603
4875,-5845,970
6096,-5106,-990
6298,-3473,-2825
5346,-796,-4550
4120,3869,-7989
2025,4797,-6822
-936,5626,-4690
-4191,5886,-1695
-5292,5304,-12
-6270,4442,1828
-6125,2305,3820
-5028,-1089,6117
-3229,-4327,7556
-878,-5197,6075
4079,-5696,1617
4636,-5799,1163
5890,-5102,-788
6381,-3559,-2822
5597,-1072,-4525
4273,4120,-8393
2268,4665,-6933
-449,5643,-5194
-4013,5861,-1848
-5242,5407,-165
-6274,4508,1766
-6142,2425,3717
-5102,-523,5625
-3526,-4191,7717
-1134,-5222,6356
4236,-5663,1427
4508,-5898,1390
5898,-5259,-639
6352,-3832,-2520
5696,-1410,-4286
4492,4290,-8782
2285,4665,-6950
12,5535,-5547
-3902,5919,-2017
-5242,5494,-252
-6253,4508,1745
-6154,2569,3585
-5119,-284,5403
-3502,-4075,7577
-1150,-5082,6232
4248,-5630,1382
4492,-5795,1303
5799,-5218,-581
6315,-3774,-2541
5490,-1266,-4224
4339,4376,-8715
2169,4657,-6826
-239,5473,-5234
-3960,5770,-1810
-5176,5201,-25
-6022,4195,1827
-5902,2297,3605
-4917,-961,5878
-3201,-4273,7474
-961,-5053,6014
3634,-5544,1910
4380,-5601,1221
5725,-4917,-808
5923,-3361,-2562
5065,-726,-4339
3770,3687,-7457
1678,4793,-6471
-2974,5374,-2400
-4186,5610,-1424
-5614,5131,483
-6315,4001,2314
-5907,1765,4142
-4752,-3510,8262
-3027,-4450,7477
-808,-5325,6133
3951,-5935,1984
4669,-5667,998
5898,-5003,-895
6274,-3469,-2805
5436,-833,-4603
3993,4001,-7994
1938,4760,-6698
-1369,5704,-4335
-4191,6010,-1819
-5440,5374,66
-6323,4417,1906
-6125,2376,3749
-5077,-738,5815
-3399,-4215,7614
-1006,-5069,6075
4347,-5589,1242
4512,-5684,1172
5857,-5082,-775
6125,-3547,-2578
5090,-841,-4249
3770,4038,-7808
1893,4731,-6624
-1806,5453,-3647
-4195,5721,-1526
-5341,5139,202
-6051,4104,1947
-5820,2079,3741
-4710,-1872,6582
-2825,-4232,7057
-548,-5156,5704
3320,-5638,2318
4727,-5420,693
5754,-4611,-1143
5886,-2937,-2949
5135,-367,-4768
3551,3795,-7346
1497,4950,-6447
-3910,5552,-1642
-4240,5733,-1493
-5589,5209,380
-6270,4013,2257
-5762,1897,3865
-4727,-3056,7783
-2858,-4442,7300
-585,-5247,5832
3390,-5853,2463
4789,-5614,825
6055,-4871,-1184
6142,-3147,-2995
5288,-544,-4744
3856,3803,-7659
1827,4954,-6781
-1559,5643,-4084
-4215,5960,-1745
-5412,5317,95
-6294,4364,1930
-6092,2260,3832
-5077,-1456,6533
-3196,-4277,7473
-915,-5152,6067
3910,-5746,1836
4657,-5721,1064
5869,-4999,-870
6327,-3510,-2817
5440,-907,-4533
4120,3947,-8067
2054,4764,-6818
-688,5577,-4889
-4079,5898,-1819
-5308,5321,-13
-6241,4384,1857
-6072,2347,3725
-5049,-808,5857
-3382,-4195,7577
-990,-5164,6154
4092,-5742,1650
4628,-5733,1105
5956,-5160,-796
6274,-3597,-2677
5610,-1072,-4538
4178,4302,-8480
2132,4710,-6842
-532,5535,-5003
-4087,5882,-1795
-5247,5391,-144
-6270,4438,1832
-6092,2483,3609
-5040,-701,5741
-3324,-4158,7482
-961,-5115,6076
3931,-5663,1732
4549,-5696,1147
5857,-5082,-775
6199,-3514,-2685
5407,-1031,-4376
4087,4083,-8170
1942,4719,-6661
-858,5515,-4657
-4141,5742,-1601
-5267,5057,210
-5985,4079,1906
-5725,1971,3754
-4665,-2421,7086
-2916,-4389,7305
-565,-5226,5791
3287,-5742,2455
4739,-5527,788
5878,-4797,-1081
5981,-3250,-2731
5057,-507,-4550
3745,3700,-7445
1654,4714,-6368
-2371,5370,-2999
-4096,5568,-1472
-5482,5139,343
-6117,3984,2133
-5626,1736,3890
-4508,-4030,8538
-2578,-4351,6929
-346,-5242,5588
3452,-5721,2269
4747,-5337,590
5894,-4455,-1439
5977,-2866,-3111
5143,-292,-4851
3452,3873,-7325
1464,4805,-6269
-4079,5523,-1444
-4224,5803,-1579
-5651,5123,528
-6319,3877,2442
-5816,1662,4154
-4747,-4005,8752
-2718,-4558,7276
-544,-5329,5873
3312,-5836,2524
4859,-5692,833
6001,-4995,-1006
6121,-3287,-2834
5230,-742,-4488
3745,3877,-7622
1753,4743,-6496
-2648,5428,-2780
-4244,5725,-1481
-5568,5086,482
-6191,3939,2252
-5775,1744,4031
-4554,-3960,8514
-2611,-4343,6954
-408,-5209,5617
3345,-5746,2401
4809,-5473,664
5803,-4694,-1109
5849,-2932,-2917
5086,-408,-4678
3498,3799,-7297
1480,4789,-6269
-4141,5424,-1283
-4252,5564,-1312
-5692,5073,619
-6183,3630,2553
-5486,1369,4117
-4438,-4364,8802
-2475,-4644,7119
-358,-5407,5765
3452,-5890,2438
4834,-5502,668
5993,-4797,-1196
6084,-3085,-2999
5123,-391,-4732
3646,3840,-7486
1542,4917,-6459
-3889,5601,-1712
-4290,6001,-1711
-5688,5242,446
-6468,4149,2319
-6076,1835,4241
-4929,-3262,8191
-3031,-4525,7556
-833,-5341,6174
3749,-5923,2174
4710,-5874,1164
5907,-5164,-743
6327,-3679,-2648
5552,-1023,-4529
4174,4092,-8266
2025,4747,-6772
-919,5581,-4662
-4191,5968,-1777
-5482,5391,91
-6369,4389,1980
-6084,2305,3779
-5086,-1068,6154
-3498,-4290,7788
-1109,-5189,6298
4277,-5754,1477
4512,-5935,1423
5869,-5267,-602
6356,-3885,-2471
5676,-1398,-4278
4508,4285,-8793
2198,4661,-6859
-313,5618,-5305
-4075,6022,-1947
-5284,5506,-222
-6323,4574,1749
-6249,2689,3560
-5234,-371,5605
-3625,-4149,7774
-1373,-5032,6405
4207,-5750,1543
4463,-5935,1472
5787,-5313,-474
6389,-4063,-2326
5688,-1563,-4125
4512,4125,-8637
2235,4681,-6916
-202,5610,-5408
-3993,6043,-2050
-5251,5519,-268
-6315,4541,1774
-6348,2743,3605
-5313,53,5260
-3625,-4199,7824
-1427,-5135,6562
3506,-5721,2215
4302,-5857,1555
5614,-5209,-405
6220,-4005,-2215
5478,-1505,-3973
4368,4083,-8451
2252,4607,-6859
-169,5395,-5226
-3935,5597,-1662
-5226,5271,-45
-6249,4380,1869
-6039,2223,3816
-4978,-998,5976
-3275,-4318,7593
-1080,-5086,6166
4269,-5593,1324
4389,-5552,1163
5655,-4937,-718
6047,-3498,-2549
5379,-1060,-4319
3935,3976,-7911
1819,4587,-6406
-1975,5511,-3536
-4240,5742,-1502
-5527,5110,417
-6265,4042,2223
-6047,1868,4179
-4958,-2982,7940
-3621,-4405,8026
-1084,-5490,6574
4170,-5754,1584
4558,-5973,1415
5927,-5300,-627
6364,-3790,-2574
5445,-1266,-4179
4265,4277,-8542
2248,4673,-6921
-342,5630,-5288
-4067,5952,-1885
-5329,5428,-99
-6199,4413,1786
-6212,2578,3634
-5077,-602,5679
-3415,-4125,7540
-1089,-5069,6158
4145,-5667,1522
4504,-5758,1254
5737,-5143,-594
6022,-3617,-2405
5313,-1105,-4208
4042,4133,-8175
1835,4681,-6516
-1542,5416,-3874
-4162,5651,-1489
-5329,5053,276
-6179,4050,2129
-5799,1918,3881
-4793,-2875,7668
-2912,-4442,7354
-639,-5238,5877
3337,-5742,2405
4698,-5618,920
5915,-4958,-957
6063,-3370,-2693
5242,-693,-4549
3869,3964,-7833
1831,4846,-6677
-1703,5564,-3861
-4314,5783,-1469
-5486,5172,314
-6340,4133,2207
-6043,1848,4195
-4921,-3110,8031
-2961,-4479,7440
-899,-5370,6269
3910,-6055,2145
4686,-6088,1402
5993,-5271,-722
6426,-3815,-2611
5622,-1258,-4364
4306,4269,-8575
2334,4582,-6916
-165,5519,-5354
-3980,5717,-1737
-5238,5234,4
-6179,4294,1885
-5894,2128,3766
-4987,-1546,6533
-3234,-4380,7614
-965,-5238,6203
3836,-5783,1947
4599,-5816,1217
5919,-5139,-780
6315,-3638,-2677
5651,-1266,-4385
4244,4294,-8538
2054,4648,-6702
-622,5523,-4901
-4108,5812,-1704
-5296,5304,-8
-6286,4364,1922
-6051,2260,3791
-4978,-1518,6496
-3300,-4405,7705
-936,-5325,6261
3931,-5977,2046
4653,-6022,1369
5878,-5259,-619
6397,-3947,-2450
5610,-1369,-4241
4455,4232,-8687
2198,4624,-6822
-169,5502,-5333
-3927,5721,-1794
-5049,4888,161
-5964,3997,1967
-5973,2037,3936
-4917,-2062,6979
-3139,-4434,7573
-829,-5205,6034
3650,-5853,2203
4628,-5783,1155
5898,-5090,-808
6133,-3592,-2541
5333,-1080,-4253
4186,4125,-8311
2132,4521,-6653
-870,5263,-4393
-3968,5214,-1246
-5214,4768,446
-5952,3778,2174
-5527,1567,3960
-4508,-4021,8529
-2520,-4430,6950
-371,-5275,5646
3481,-5791,2310
4780,-5383,603
5874,-4615,-1259
5985,-3060,-2925
5098,-536,-4562
3452,3658,-7110
1464,4636,-6100
-3729,5308,-1579
-4195,5523,-1328
-5614,4813,801
-6030,3518,2512
-5387,1122,4265
-4248,-4108,8356
-2277,-4677,6954
-173,-5473,5646
3811,-6076,2265
5143,-5816,673
6138,-4991,-1147
6076,-3106,-2970
5123,-462,-4661
3675,3799,-7474
1650,4723,-6373
-3262,5465,-2203
-4446,5680,-1234
-5758,5011,747
-6323,3770,2553
-5882,1612,4270
-4694,-4240,8934
-2710,-4562,7272
-519,-5494,6013
3370,-6204,2834
4830,-5869,1039
5882,-5003,-879
5973,-3374,-2599
5292,-870,-4422
3922,4108,-8030
1662,4640,-6302
-3246,5313,-2067
-4149,5226,-1077
-5473,4838,635
-6187,3642,2545
-5581,1447,4134
-4566,-4339,8905
-2627,-4533,7160
-478,-5478,5956
3254,-5824,2570
4764,-5634,870
5931,-4908,-1023
5997,-3188,-2809
5040,-548,-4492
3712,3815,-7527
1608,4735,-6343
-3481,5416,-1935
-4318,5680,-1362
-5601,5011,590
-6323,3856,2467
-5799,1493,4306
-4719,-4182,8901
-2722,-4492,7214
-569,-5445,6014
3489,-6022,2533
4838,-5808,970
5964,-5020,-944
6303,-3444,-2859
5362,-738,-4624
3914,3931,-7845
1918,4760,-6678
-1922,5605,-3683
-4248,5882,-1634
-5597,5255,342
-6455,4203,2252
-6006,1980,4026
-4962,-2479,7441
-3246,-4438,7684
-965,-5271,6236
4050,-5874,1824
4566,-5865,1299
5878,-5193,-685
6286,-3737,-2549
5556,-1204,-4352
4215,4248,-8463
2013,4698,-6711
-886,5614,-4728
-4244,6026,-1782
-5432,5407,25
-6418,4463,1955
-6228,2388,3840
-5176,-973,6149
-3671,-4269,7940
-1390,-5209,6599
4162,-5890,1728
4442,-5907,1465
5754,-5271,-483
6393,-4079,-2314
5622,-1530,-4092
4434,4281,-8715
2182,4723,-6905
-301,5663,-5362
-4112,6039,-1927
-5209,5502,-293
-6249,4541,1708
-6298,2714,3584
-5218,-16,5234
-3630,-4129,7759
-1353,-5115,6468
4100,-5601,1501
4356,-5869,1513
5721,-5185,-536
6270,-3885,-2385
5523,-1423,-4100
4380,4310,-8690
2297,4644,-6941
-363,5581,-5218
-4034,5882,-1848
-5288,5519,-231
-6274,4582,1692
-6241,2528,3713
-5164,-313,5477
-3489,-4158,7647
-1291,-5024,6315
4191,-5556,1365
4376,-5618,1242
5659,-5090,-569
6162,-3687,-2475
5498,-1200,-4298
4195,4240,-8435
2050,4500,-6550
-837,5399,-4562
-4042,5729,-1687
-5255,5102,153
-6117,4199,1918
-5820,2033,3787
-4822,-1839,6661
-3106,-4298,7404
-684,-5197,5881
3436,-5742,2306
4768,-5696,928
5985,-5065,-920
6265,-3415,-2850
5362,-845,-4517
3988,3997,-7985
1975,4809,-6784
-1266,5647,-4381
-4269,5989,-1720
-5469,5403,66
-6381,4372,2009
-6265,2392,3873
-5057,-1010,6067
-3489,-4335,7824
-1179,-5387,6566
4302,-5968,1666
4624,-6187,1563
5849,-5313,-536
6331,-3993,-2338
5742,-1497,-4245
4628,4133,-8761
2351,4661,-7012
74,5581,-5655
-3807,5836,-2029
-5094,5346,-252
-6138,4467,1671
-5985,2532,3453
-5090,-346,5436
-3349,-4162,7511
-994,-5094,6088
4277,-5577,1300
4376,-5634,1258
5729,-4995,-734
6051,-3605,-2446
5160,-973,-4187
4013,4178,-8191
1872,4644,-6516
-1241,5350,-4109
-4149,5589,-1440
-5329,5032,297
-6187,4030,2157
-5861,1827,4034
-4727,-3163,7890
-2879,-4438,7317
-660,-5284,5944
3440,-5861,2421
4760,-5898,1138
5907,-5082,-825
6377,-3559,-2818
5511,-1027,-4484
4112,4054,-8166
2087,4706,-6793
-1072,5618,-4546
-4178,5894,-1716
-5494,5383,111
-6451,4244,2207
-6138,2161,3977
-5053,-1348,6401
-3510,-4364,7874
-1291,-5494,6785
4244,-5927,1683
4442,-5973,1531
5799,-5362,-437
6253,-4083,-2170
5568,-1563,-4005
4446,4116,-8562
2231,4508,-6739
-206,5473,-5267
-4071,5832,-1761
-5337,5337,0
-6270,4364,1906
-6195,2487,3708
-5094,-787,5881
-3547,-4252,7799
-1225,-5152,6377
4224,-5783,1559
4455,-5894,1439
5750,-5267,-483
6228,-4005,-2223
5482,-1344,-4138
4335,4244,-8579
2054,4591,-6645
-429,5502,-5073
-4149,5902,-1753
-5267,5263,4
-6245,4285,1960
-6162,2330,3832
-5090,-977,6067
-3432,-4401,7833
-1171,-5230,6401
4277,-5717,1440
4360,-5878,1518
5762,-5230,-532
6208,-3799,-2409
5420,-1282,-4138
4298,4314,-8612
2116,4611,-6727
-536,5420,-4884
-4112,5634,-1522
-5354,5181,173
-6220,4199,2021
-5997,2140,3857
-4991,-1575,6566
-3184,-4360,7544
-965,-5098,6063
4281,-5610,1329
4463,-5560,1097
5692,-4941,-751
6084,-3588,-2496
5271,-965,-4306
3997,4145,-8142
1716,4467,-6183
-2772,5337,-2565
-4182,5671,-1489
-5420,4954,466
-6092,3815,2277
-5737,1695,4042
-4611,-3770,8381
-2800,-4422,7222
-540,-5209,5749
3262,-5688,2426
4694,-5506,812
5775,-4780,-995
5857,-3027,-2830
4962,-470,-4492
3436,3803,-7239
1501,4706,-6207
-4158,5366,-1208
-4376,5647,-1271
-5733,4999,734
-6307,3675,2632
-5762,1485,4277
-4640,-4323,8963
-3015,-4570,7585
-709,-5704,6413
3361,-6129,2768
4731,-5770,1039
5779,-4929,-850
5989,-3361,-2628
5308,-783,-4525
3906,3914,-7820
1757,4743,-6500
-3056,5395,-2339
-4240,5605,-1365
-5593,5139,454
-6237,3906,2331
-5737,1736,4001
-4727,-3555,8282
-2792,-4467,7259
-594,-5242,5836
3316,-5725,2409
4665,-5535,870
5828,-4809,-1019
5944,-3118,-2826
5090,-618,-4472
3683,3753,-7436
1555,4694,-6249
-3700,5238,-1538
-4228,5498,-1270
-5544,4826,718
-6183,3687,2496
-5552,1311,4241
-4380,-4178,8558
-2334,-4574,6908
-408,-5416,5824
3547,-5907,2360
4925,-5552,627
5993,-4723,-1270
6216,-3135,-3081
5214,-437,-4777
3634,3828,-7462
1612,4884,-6496
-3592,5515,-1923
-4261,5878,-1617
-5713,5234,479
-6443,4087,2356
-5973,1773,4200
-4871,-3436,8307
-3085,-4574,7659
-952,-5577,6529
3902,-6113,2211
4657,-5923,1266
5940,-5230,-710
6265,-3667,-2598
5523,-1101,-4422
4182,4376,-8558
1963,4665,-6628
-1064,5469,-4405
-4137,5828,-1691
-5370,5181,189
-6253,4195,2058
-5902,2008,3894
-4962,-2079,7041
-3151,-4323,7474
-870,-5193,6063
3638,-5841,2203
4686,-5824,1138
5931,-5164,-767
6265,-3671,-2594
5465,-973,-4492
4219,4186,-8405
2054,4780,-6834
-928,5700,-4772
-4203,5952,-1749
-5395,5412,-17
-6323,4347,1976
-6150,2260,3890
-5065,-1056,6121
-3345,-4430,7775
-1117,-5313,6430
4046,-5861,1815
4537,-5944,1407
5927,-5242,-685
6393,-3939,-2454
5622,-1369,-4253
4549,4335,-8884
2359,4681,-7040
-136,5684,-5548
-3922,5948,-2026
-5263,5486,-223
-6303,4541,1762
-6195,2549,3646
-5185,-466,5651
-3502,-4219,7721
-1254,-5185,6439
4261,-5729,1468
4426,-5775,1349
5754,-5230,-524
6315,-3898,-2417
5692,-1501,-4191
4488,4034,-8522
2310,4525,-6835
